method,split,task,regime,mean_success_rate,ci95_success_rate,mean_mechanism_precision,ci95_mechanism_precision,mean_incompatible_retrieval_rate,ci95_incompatible_retrieval_rate,mean_damage_rate,ci95_damage_rate,mean_recovery_success,ci95_recovery_success,mean_query_cost,ci95_query_cost,mean_calibration_error,ci95_calibration_error,groups,episodes_per_group
uncertainty_gated_retrieval,heldout_mechanism,twist_lid_with_force_limit,friction_mismatch,0.620748,0.031972,0.513462,0.001421,0.200765,0.001056,0.079022,0.000936,0.465882,0.001542,0.273887,0.001596,0.088018,0.002376,7,84
uncertainty_gated_retrieval,heldout_mechanism,twist_lid_with_force_limit,occluded_contact_shift,0.608844,0.048686,0.506551,0.004701,0.208062,0.001104,0.086768,0.000874,0.453152,0.001612,0.279299,0.002858,0.091388,0.000737,7,84
uncertainty_gated_retrieval,heldout_mechanism,twist_lid_with_force_limit,source_matched,0.612245,0.032942,0.524483,0.001383,0.185019,0.003583,0.072554,0.002338,0.459555,0.001641,0.272954,0.002366,0.086402,0.000624,7,84
uncertainty_gated_retrieval,heldout_mechanism,twist_lid_with_force_limit,support_topology_shift,0.622449,0.031269,0.516114,0.003761,0.206011,0.003532,0.084092,0.002658,0.460342,0.005675,0.276339,0.000880,0.086139,0.000677,7,84
uncertainty_gated_retrieval,heldout_object,cable_route_around_hook,actuator_lag_shift,0.569728,0.038921,0.511244,0.001357,0.204651,0.001008,0.086562,0.001283,0.495334,0.001472,0.277370,0.001017,0.086394,0.000671,7,84
uncertainty_gated_retrieval,heldout_object,cable_route_around_hook,compliance_shift,0.583333,0.033775,0.513879,0.001331,0.197200,0.002865,0.082679,0.000571,0.497297,0.001530,0.277719,0.000427,0.086612,0.000623,7,84
uncertainty_gated_retrieval,heldout_object,cable_route_around_hook,compound_mechanism_shift,0.501701,0.035798,0.509110,0.001434,0.216523,0.002837,0.097281,0.000700,0.490974,0.001642,0.280184,0.000720,0.088688,0.000675,7,84
uncertainty_gated_retrieval,heldout_object,cable_route_around_hook,friction_mismatch,0.585034,0.036868,0.518531,0.001344,0.191925,0.003921,0.077102,0.000782,0.501385,0.004262,0.273970,0.000842,0.082605,0.000592,7,84
uncertainty_gated_retrieval,heldout_object,cable_route_around_hook,occluded_contact_shift,0.552721,0.020905,0.513006,0.001408,0.207122,0.003570,0.088828,0.000707,0.500190,0.005780,0.278074,0.000765,0.086811,0.000637,7,84
uncertainty_gated_retrieval,heldout_object,cable_route_around_hook,source_matched,0.605442,0.045664,0.529911,0.001306,0.179878,0.000970,0.068226,0.001129,0.510752,0.001416,0.270525,0.000875,0.078948,0.000645,7,84
uncertainty_gated_retrieval,heldout_object,cable_route_around_hook,support_topology_shift,0.569728,0.041500,0.513141,0.003787,0.197999,0.001047,0.079695,0.001443,0.504774,0.001528,0.274926,0.002460,0.088154,0.000697,7,84
uncertainty_gated_retrieval,heldout_object,cloth_slide_over_edge,actuator_lag_shift,0.590136,0.030062,0.511498,0.001331,0.206103,0.000989,0.089103,0.001111,0.492601,0.001444,0.277380,0.002584,0.090143,0.000658,7,84
uncertainty_gated_retrieval,heldout_object,cloth_slide_over_edge,compliance_shift,0.579932,0.026805,0.517781,0.001306,0.199673,0.000970,0.079593,0.000553,0.498627,0.001416,0.275312,0.000485,0.084200,0.000645,7,84
uncertainty_gated_retrieval,heldout_object,cloth_slide_over_edge,compound_mechanism_shift,0.552721,0.046348,0.500707,0.003787,0.220058,0.001047,0.093894,0.001175,0.493855,0.001528,0.277724,0.000918,0.089289,0.002381,7,84
uncertainty_gated_retrieval,heldout_object,cloth_slide_over_edge,friction_mismatch,0.613946,0.050626,0.520609,0.001319,0.189599,0.000979,0.078958,0.002439,0.498283,0.001430,0.271343,0.001977,0.086055,0.001913,7,84
uncertainty_gated_retrieval,heldout_object,cloth_slide_over_edge,occluded_contact_shift,0.535714,0.063187,0.510538,0.004769,0.206532,0.001027,0.088316,0.001455,0.499622,0.001500,0.278390,0.001096,0.086875,0.000684,7,84
uncertainty_gated_retrieval,heldout_object,cloth_slide_over_edge,source_matched,0.624150,0.052387,0.523740,0.003834,0.178226,0.003635,0.070786,0.003215,0.498342,0.001529,0.269633,0.000969,0.078286,0.000572,7,84
uncertainty_gated_retrieval,heldout_object,cloth_slide_over_edge,support_topology_shift,0.603741,0.039016,0.519820,0.001383,0.195694,0.002851,0.079178,0.002686,0.493984,0.001586,0.273384,0.002471,0.088188,0.000649,7,84
uncertainty_gated_retrieval,heldout_object,drawer_pull_with_stiction,actuator_lag_shift,0.610544,0.032489,0.506799,0.001383,0.211436,0.001027,0.088771,0.001222,0.493062,0.004291,0.278177,0.000983,0.087887,0.000684,7,84
uncertainty_gated_retrieval,heldout_object,drawer_pull_with_stiction,compliance_shift,0.629252,0.037218,0.521170,0.001357,0.199066,0.001008,0.082281,0.001102,0.492989,0.001472,0.276319,0.000879,0.085881,0.000671,7,84
uncertainty_gated_retrieval,heldout_object,drawer_pull_with_stiction,compound_mechanism_shift,0.603741,0.024267,0.501473,0.001460,0.219199,0.001085,0.095218,0.001968,0.487848,0.001584,0.278538,0.000931,0.088511,0.000724,7,84
uncertainty_gated_retrieval,heldout_object,drawer_pull_with_stiction,friction_mismatch,0.634354,0.039675,0.521097,0.005198,0.191962,0.001018,0.077566,0.000771,0.496981,0.001486,0.273590,0.000616,0.082909,0.000678,7,84
uncertainty_gated_retrieval,heldout_object,drawer_pull_with_stiction,occluded_contact_shift,0.607143,0.027889,0.517105,0.001434,0.203163,0.003558,0.086226,0.000920,0.487378,0.004191,0.274959,0.000931,0.085522,0.001929,7,84
uncertainty_gated_retrieval,heldout_object,drawer_pull_with_stiction,source_matched,0.678571,0.038442,0.532930,0.001331,0.180255,0.000989,0.069609,0.002547,0.501697,0.001444,0.268895,0.002370,0.082915,0.001910,7,84
uncertainty_gated_retrieval,heldout_object,drawer_pull_with_stiction,support_topology_shift,0.632653,0.028087,0.514953,0.001434,0.199186,0.001066,0.079597,0.002495,0.496902,0.001556,0.276265,0.000812,0.085815,0.000711,7,84
uncertainty_gated_retrieval,heldout_object,peg_insert_contact_search,actuator_lag_shift,0.569728,0.020000,0.511428,0.001383,0.206526,0.003583,0.085314,0.002042,0.458518,0.001641,0.276177,0.002294,0.089797,0.001904,7,84
uncertainty_gated_retrieval,heldout_object,peg_insert_contact_search,compliance_shift,0.591837,0.033665,0.510688,0.001357,0.203403,0.001008,0.081041,0.001957,0.469374,0.005422,0.273575,0.001908,0.087262,0.002398,7,84
uncertainty_gated_retrieval,heldout_object,peg_insert_contact_search,compound_mechanism_shift,0.544218,0.021430,0.503414,0.001460,0.220848,0.001085,0.093570,0.002337,0.465454,0.001584,0.281173,0.000931,0.090338,0.000724,7,84
uncertainty_gated_retrieval,heldout_object,peg_insert_contact_search,friction_mismatch,0.627551,0.033665,0.517027,0.001370,0.195963,0.001018,0.076609,0.002283,0.472875,0.005412,0.273625,0.002589,0.086347,0.000678,7,84
uncertainty_gated_retrieval,heldout_object,peg_insert_contact_search,occluded_contact_shift,0.590136,0.023805,0.513082,0.005147,0.202054,0.001066,0.086256,0.002494,0.463530,0.001556,0.277446,0.000571,0.086604,0.000711,7,84
uncertainty_gated_retrieval,heldout_object,peg_insert_contact_search,source_matched,0.595238,0.041366,0.523344,0.001331,0.181834,0.003609,0.070673,0.000969,0.474055,0.005846,0.271816,0.000982,0.080120,0.000598,7,84
uncertainty_gated_retrieval,heldout_object,peg_insert_contact_search,support_topology_shift,0.602041,0.031329,0.517790,0.001434,0.201507,0.001066,0.080156,0.000729,0.470343,0.005365,0.274370,0.002789,0.088102,0.000711,7,84
uncertainty_gated_retrieval,heldout_object,twist_lid_with_force_limit,actuator_lag_shift,0.595238,0.044969,0.512782,0.001395,0.206802,0.003577,0.086152,0.002956,0.453798,0.001655,0.278903,0.001964,0.089458,0.000631,7,84
uncertainty_gated_retrieval,heldout_object,twist_lid_with_force_limit,compliance_shift,0.629252,0.025166,0.512120,0.003801,0.202024,0.001018,0.083843,0.000972,0.467381,0.001486,0.277318,0.000804,0.086932,0.000678,7,84
uncertainty_gated_retrieval,heldout_object,twist_lid_with_force_limit,compound_mechanism_shift,0.595238,0.046388,0.504531,0.005117,0.217517,0.003539,0.092365,0.001140,0.450321,0.001739,0.279993,0.002261,0.092103,0.000670,7,84
uncertainty_gated_retrieval,heldout_object,twist_lid_with_force_limit,friction_mismatch,0.642857,0.039768,0.517276,0.001383,0.195412,0.001027,0.079323,0.001495,0.469519,0.004291,0.274798,0.001183,0.084297,0.000684,7,84
uncertainty_gated_retrieval,heldout_object,twist_lid_with_force_limit,occluded_contact_shift,0.605442,0.048952,0.509704,0.001447,0.205643,0.001075,0.084037,0.002931,0.463645,0.001570,0.277949,0.000489,0.087389,0.000717,7,84
uncertainty_gated_retrieval,heldout_object,twist_lid_with_force_limit,source_matched,0.675170,0.026805,0.527142,0.005218,0.182229,0.000999,0.069366,0.002330,0.474653,0.001458,0.268142,0.002035,0.082148,0.002403,7,84
uncertainty_gated_retrieval,heldout_object,twist_lid_with_force_limit,support_topology_shift,0.624150,0.033333,0.518986,0.004727,0.196520,0.003551,0.080588,0.000630,0.457938,0.001711,0.272491,0.001797,0.086446,0.002388,7,84
uncertainty_gated_retrieval,seen_corpus,cable_route_around_hook,actuator_lag_shift,0.571429,0.058500,0.514459,0.004812,0.202939,0.000979,0.082724,0.001426,0.507720,0.005450,0.274741,0.001081,0.083369,0.000651,7,84
uncertainty_gated_retrieval,seen_corpus,cable_route_around_hook,compliance_shift,0.585034,0.042120,0.517776,0.001293,0.187424,0.002876,0.078577,0.003011,0.503055,0.001488,0.269714,0.000634,0.081496,0.002662,7,84
uncertainty_gated_retrieval,seen_corpus,cable_route_around_hook,compound_mechanism_shift,0.544218,0.043716,0.508326,0.001395,0.213528,0.001037,0.092818,0.001330,0.504059,0.005393,0.277271,0.001047,0.085927,0.000691,7,84
uncertainty_gated_retrieval,seen_corpus,cable_route_around_hook,friction_mismatch,0.600340,0.038730,0.526336,0.005249,0.185080,0.002872,0.073758,0.001256,0.511424,0.005892,0.272302,0.001091,0.080639,0.000610,7,84
uncertainty_gated_retrieval,seen_corpus,cable_route_around_hook,occluded_contact_shift,0.573129,0.027148,0.517862,0.001370,0.194635,0.003906,0.078911,0.000381,0.501991,0.004252,0.270287,0.000539,0.084413,0.002431,7,84
uncertainty_gated_retrieval,seen_corpus,cable_route_around_hook,source_matched,0.658163,0.023174,0.538848,0.001267,0.173882,0.000941,0.068194,0.000781,0.519456,0.004339,0.264326,0.000655,0.077564,0.002647,7,84
uncertainty_gated_retrieval,seen_corpus,cable_route_around_hook,support_topology_shift,0.586735,0.024795,0.526864,0.003801,0.187017,0.001018,0.076680,0.001114,0.508771,0.001486,0.270476,0.000912,0.078782,0.000678,7,84
uncertainty_gated_retrieval,seen_corpus,cloth_slide_over_edge,actuator_lag_shift,0.588435,0.056667,0.515565,0.001293,0.196561,0.000960,0.080621,0.002546,0.498554,0.001402,0.272987,0.000915,0.081738,0.000638,7,84
uncertainty_gated_retrieval,seen_corpus,cloth_slide_over_edge,compliance_shift,0.566327,0.020276,0.527104,0.001267,0.194073,0.000941,0.081133,0.000760,0.505190,0.005489,0.270283,0.000645,0.081924,0.002647,7,84
uncertainty_gated_retrieval,seen_corpus,cloth_slide_over_edge,compound_mechanism_shift,0.602041,0.028284,0.509923,0.005198,0.210948,0.001018,0.091572,0.000866,0.500438,0.001486,0.277478,0.000718,0.086897,0.000678,7,84
uncertainty_gated_retrieval,seen_corpus,cloth_slide_over_edge,friction_mismatch,0.612245,0.026387,0.526979,0.001280,0.181785,0.000951,0.071757,0.001011,0.506759,0.001388,0.271532,0.000823,0.079976,0.000632,7,84
uncertainty_gated_retrieval,seen_corpus,cloth_slide_over_edge,occluded_contact_shift,0.625850,0.036667,0.516246,0.001344,0.194791,0.003921,0.079796,0.000691,0.497219,0.004262,0.272388,0.000772,0.081538,0.000592,7,84
uncertainty_gated_retrieval,seen_corpus,cloth_slide_over_edge,source_matched,0.659864,0.048800,0.535816,0.001242,0.172976,0.000922,0.067025,0.002392,0.515706,0.001346,0.266434,0.001124,0.075106,0.000612,7,84
uncertainty_gated_retrieval,seen_corpus,cloth_slide_over_edge,support_topology_shift,0.585034,0.019341,0.527534,0.001344,0.187173,0.000999,0.078653,0.000848,0.503999,0.001458,0.273340,0.000718,0.081625,0.000665,7,84
uncertainty_gated_retrieval,seen_corpus,drawer_pull_with_stiction,actuator_lag_shift,0.634354,0.048762,0.514917,0.001344,0.198250,0.003921,0.080426,0.000811,0.490875,0.004262,0.272104,0.000743,0.081529,0.000592,7,84
uncertainty_gated_retrieval,seen_corpus,drawer_pull_with_stiction,compliance_shift,0.627551,0.029565,0.518536,0.001319,0.189822,0.003937,0.077370,0.000628,0.493984,0.004271,0.273230,0.000757,0.082221,0.000579,7,84
uncertainty_gated_retrieval,seen_corpus,drawer_pull_with_stiction,compound_mechanism_shift,0.627551,0.029565,0.510166,0.001421,0.213306,0.001056,0.088851,0.001167,0.493735,0.005374,0.272753,0.000949,0.087145,0.002584,7,84
uncertainty_gated_retrieval,seen_corpus,drawer_pull_with_stiction,friction_mismatch,0.634354,0.029565,0.522371,0.001331,0.183935,0.003609,0.071236,0.000936,0.499752,0.005846,0.269002,0.000967,0.077795,0.000598,7,84
uncertainty_gated_retrieval,seen_corpus,drawer_pull_with_stiction,occluded_contact_shift,0.637755,0.037712,0.515430,0.001395,0.198070,0.001037,0.081460,0.001431,0.502151,0.001514,0.271898,0.001138,0.081273,0.000691,7,84
uncertainty_gated_retrieval,seen_corpus,drawer_pull_with_stiction,source_matched,0.671769,0.034480,0.535336,0.001293,0.169646,0.000960,0.062644,0.001011,0.505844,0.001402,0.266111,0.000809,0.074890,0.000638,7,84
uncertainty_gated_retrieval,seen_corpus,drawer_pull_with_stiction,support_topology_shift,0.636054,0.039063,0.526718,0.001395,0.187021,0.003577,0.076991,0.002494,0.493632,0.001655,0.272302,0.000971,0.081298,0.000631,7,84
uncertainty_gated_retrieval,seen_corpus,peg_insert_contact_search,actuator_lag_shift,0.581633,0.031151,0.520829,0.001344,0.197875,0.000999,0.085080,0.001066,0.470472,0.001458,0.275551,0.002007,0.085374,0.000665,7,84
uncertainty_gated_retrieval,seen_corpus,peg_insert_contact_search,compliance_shift,0.595238,0.043205,0.525344,0.001319,0.190119,0.000979,0.076397,0.002464,0.474562,0.001430,0.269979,0.000607,0.080809,0.002412,7,84
uncertainty_gated_retrieval,seen_corpus,peg_insert_contact_search,compound_mechanism_shift,0.579932,0.029565,0.513390,0.001421,0.209199,0.003876,0.091779,0.000647,0.462740,0.004233,0.275927,0.000637,0.085006,0.000631,7,84
uncertainty_gated_retrieval,seen_corpus,peg_insert_contact_search,friction_mismatch,0.634354,0.033665,0.528731,0.001331,0.180465,0.000989,0.074828,0.000996,0.474831,0.001444,0.270791,0.002488,0.081808,0.000658,7,84
uncertainty_gated_retrieval,seen_corpus,peg_insert_contact_search,occluded_contact_shift,0.630952,0.042295,0.519550,0.001395,0.194635,0.003891,0.080640,0.002893,0.469564,0.005274,0.274949,0.000958,0.084167,0.000618,7,84
uncertainty_gated_retrieval,seen_corpus,peg_insert_contact_search,source_matched,0.641156,0.039252,0.531606,0.004830,0.172330,0.003629,0.067982,0.001084,0.479617,0.005879,0.266714,0.002279,0.079686,0.000578,7,84
uncertainty_gated_retrieval,seen_corpus,peg_insert_contact_search,support_topology_shift,0.619048,0.038103,0.523978,0.005178,0.187017,0.001037,0.074345,0.001064,0.473771,0.001514,0.269779,0.002736,0.083111,0.001898,7,84
uncertainty_gated_retrieval,seen_corpus,twist_lid_with_force_limit,actuator_lag_shift,0.613946,0.040369,0.518909,0.001357,0.195607,0.001008,0.081648,0.001221,0.462161,0.001472,0.273074,0.000966,0.082165,0.000671,7,84
uncertainty_gated_retrieval,seen_corpus,twist_lid_with_force_limit,compliance_shift,0.613946,0.062123,0.521216,0.001331,0.186195,0.000989,0.077726,0.001838,0.463833,0.001444,0.273449,0.001408,0.082184,0.000658,7,84
uncertainty_gated_retrieval,seen_corpus,twist_lid_with_force_limit,compound_mechanism_shift,0.581633,0.043333,0.511234,0.005147,0.206754,0.001066,0.091114,0.002176,0.459315,0.001556,0.276048,0.000829,0.085106,0.000711,7,84
uncertainty_gated_retrieval,seen_corpus,twist_lid_with_force_limit,friction_mismatch,0.685374,0.030912,0.525707,0.001344,0.180799,0.003603,0.070664,0.000866,0.465174,0.001599,0.268644,0.000875,0.078094,0.000605,7,84
uncertainty_gated_retrieval,seen_corpus,twist_lid_with_force_limit,occluded_contact_shift,0.641156,0.023014,0.522046,0.001408,0.193964,0.003570,0.081121,0.002280,0.461011,0.001669,0.273846,0.000725,0.083195,0.000637,7,84
uncertainty_gated_retrieval,seen_corpus,twist_lid_with_force_limit,source_matched,0.685374,0.041633,0.536704,0.001306,0.170180,0.000970,0.063255,0.002254,0.476624,0.001416,0.265293,0.000677,0.074271,0.000645,7,84
uncertainty_gated_retrieval,seen_corpus,twist_lid_with_force_limit,support_topology_shift,0.649660,0.047180,0.519613,0.003787,0.188061,0.001047,0.073403,0.001305,0.470296,0.001528,0.271820,0.002455,0.083313,0.000697,7,84
visual_nearest_retrieval,combined_stress,cable_route_around_hook,actuator_lag_shift,0.348639,0.047415,0.417554,0.001331,0.380534,0.000989,0.136831,0.001079,0.387469,0.001444,0.202149,0.000832,0.140274,0.000658,7,84
visual_nearest_retrieval,combined_stress,cable_route_around_hook,compliance_shift,0.445578,0.029187,0.423693,0.001306,0.370686,0.000970,0.128280,0.002489,0.393470,0.001416,0.195079,0.000803,0.136484,0.002416,7,84
visual_nearest_retrieval,combined_stress,cable_route_around_hook,compound_mechanism_shift,0.358844,0.041811,0.409705,0.004752,0.398842,0.001047,0.141324,0.001229,0.389287,0.001528,0.199867,0.001779,0.143257,0.002381,7,84
visual_nearest_retrieval,combined_stress,cable_route_around_hook,friction_mismatch,0.491497,0.045461,0.426376,0.001319,0.357195,0.000979,0.124792,0.001473,0.393101,0.001430,0.195445,0.002054,0.137062,0.000651,7,84
visual_nearest_retrieval,combined_stress,cable_route_around_hook,occluded_contact_shift,0.418367,0.027148,0.419648,0.005188,0.379884,0.001027,0.133864,0.001151,0.395397,0.001500,0.198374,0.000938,0.137371,0.000684,7,84
visual_nearest_retrieval,combined_stress,cable_route_around_hook,source_matched,0.523810,0.028803,0.436225,0.005269,0.345895,0.003635,0.118398,0.000861,0.400713,0.005890,0.188780,0.000880,0.132653,0.002696,7,84
visual_nearest_retrieval,combined_stress,cable_route_around_hook,support_topology_shift,0.469388,0.033333,0.424932,0.001383,0.370150,0.003898,0.128867,0.002376,0.392934,0.005326,0.198468,0.001069,0.137847,0.000612,7,84
visual_nearest_retrieval,combined_stress,cloth_slide_over_edge,actuator_lag_shift,0.425170,0.033278,0.421579,0.001306,0.384341,0.000970,0.132246,0.000500,0.388852,0.001416,0.198554,0.000425,0.137809,0.000645,7,84
visual_nearest_retrieval,combined_stress,cloth_slide_over_edge,compliance_shift,0.445578,0.018954,0.424506,0.005269,0.373800,0.003635,0.130428,0.002188,0.388694,0.005890,0.194380,0.000499,0.136974,0.002679,7,84
visual_nearest_retrieval,combined_stress,cloth_slide_over_edge,compound_mechanism_shift,0.343537,0.032773,0.414220,0.001383,0.394442,0.001027,0.140492,0.001121,0.378686,0.001500,0.200090,0.001802,0.143176,0.002389,7,84
visual_nearest_retrieval,combined_stress,cloth_slide_over_edge,friction_mismatch,0.489796,0.051783,0.432225,0.001293,0.362370,0.000960,0.122786,0.001441,0.396481,0.001402,0.196144,0.001109,0.135534,0.000638,7,84
visual_nearest_retrieval,combined_stress,cloth_slide_over_edge,occluded_contact_shift,0.437075,0.045745,0.425524,0.001357,0.378220,0.001008,0.134381,0.001130,0.388791,0.001472,0.199945,0.000880,0.139163,0.000671,7,84
visual_nearest_retrieval,combined_stress,cloth_slide_over_edge,source_matched,0.498299,0.039907,0.438398,0.001255,0.346599,0.000931,0.119269,0.001355,0.402710,0.001360,0.190262,0.001064,0.130349,0.001925,7,84
visual_nearest_retrieval,combined_stress,cloth_slide_over_edge,support_topology_shift,0.457483,0.034480,0.421660,0.001357,0.371915,0.002858,0.126823,0.002666,0.391336,0.005848,0.194751,0.002583,0.138558,0.001964,7,84
visual_nearest_retrieval,combined_stress,drawer_pull_with_stiction,actuator_lag_shift,0.488095,0.024419,0.420599,0.004786,0.383101,0.001008,0.134615,0.001029,0.383415,0.001472,0.199255,0.000847,0.139351,0.000671,7,84
visual_nearest_retrieval,combined_stress,drawer_pull_with_stiction,compliance_shift,0.510204,0.046508,0.427040,0.001331,0.370050,0.000989,0.129758,0.001210,0.384738,0.001444,0.196814,0.002328,0.139084,0.000658,7,84
visual_nearest_retrieval,combined_stress,drawer_pull_with_stiction,compound_mechanism_shift,0.430272,0.038249,0.409558,0.001434,0.399016,0.001066,0.138693,0.000978,0.381737,0.001556,0.202047,0.001578,0.142981,0.000711,7,84
visual_nearest_retrieval,combined_stress,drawer_pull_with_stiction,friction_mismatch,0.525510,0.041500,0.431859,0.001344,0.358160,0.000999,0.123496,0.001294,0.386707,0.001458,0.195246,0.001019,0.135042,0.000665,7,84
visual_nearest_retrieval,combined_stress,drawer_pull_with_stiction,occluded_contact_shift,0.469388,0.043461,0.419803,0.005167,0.376854,0.001047,0.129264,0.001459,0.383169,0.001528,0.197560,0.002098,0.140619,0.000697,7,84
visual_nearest_retrieval,combined_stress,drawer_pull_with_stiction,source_matched,0.574830,0.064349,0.437586,0.004821,0.345485,0.000970,0.113455,0.001704,0.397456,0.001416,0.190856,0.001293,0.130834,0.000645,7,84
visual_nearest_retrieval,combined_stress,drawer_pull_with_stiction,support_topology_shift,0.501701,0.043631,0.425086,0.001408,0.370549,0.002844,0.127185,0.001034,0.388287,0.005303,0.193342,0.000792,0.135440,0.002389,7,84
visual_nearest_retrieval,combined_stress,peg_insert_contact_search,actuator_lag_shift,0.430272,0.040231,0.414854,0.001357,0.385217,0.002858,0.132473,0.001373,0.357456,0.005848,0.195562,0.000925,0.139446,0.002636,7,84
visual_nearest_retrieval,combined_stress,peg_insert_contact_search,compliance_shift,0.467687,0.057542,0.419904,0.003815,0.374553,0.000989,0.126794,0.000929,0.362265,0.005441,0.195641,0.000670,0.135096,0.000658,7,84
visual_nearest_retrieval,combined_stress,peg_insert_contact_search,compound_mechanism_shift,0.348639,0.045745,0.412559,0.001434,0.400831,0.001066,0.142522,0.001269,0.355340,0.005365,0.199630,0.002273,0.142870,0.002372,7,84
visual_nearest_retrieval,combined_stress,peg_insert_contact_search,friction_mismatch,0.510204,0.069335,0.426562,0.004795,0.362327,0.000999,0.122025,0.002732,0.368889,0.001458,0.191181,0.001090,0.135398,0.002615,7,84
visual_nearest_retrieval,combined_stress,peg_insert_contact_search,occluded_contact_shift,0.459184,0.047180,0.416839,0.001408,0.379340,0.001047,0.132163,0.001359,0.362899,0.001528,0.195735,0.001063,0.136394,0.001896,7,84
visual_nearest_retrieval,combined_stress,peg_insert_contact_search,source_matched,0.559524,0.044680,0.433633,0.001306,0.338654,0.000970,0.116405,0.002368,0.363581,0.001416,0.188607,0.002127,0.132807,0.002416,7,84
visual_nearest_retrieval,combined_stress,peg_insert_contact_search,support_topology_shift,0.452381,0.025459,0.428983,0.001408,0.366176,0.003570,0.129208,0.002005,0.355427,0.001669,0.196638,0.000927,0.135666,0.000637,7,84
visual_nearest_retrieval,combined_stress,twist_lid_with_force_limit,actuator_lag_shift,0.420068,0.035901,0.413897,0.001370,0.385869,0.001018,0.136379,0.002195,0.355295,0.004296,0.201172,0.000758,0.140360,0.000678,7,84
visual_nearest_retrieval,combined_stress,twist_lid_with_force_limit,compliance_shift,0.482993,0.061283,0.425886,0.004795,0.371834,0.000999,0.128833,0.002516,0.357754,0.001458,0.196360,0.002171,0.139419,0.000665,7,84
visual_nearest_retrieval,combined_stress,twist_lid_with_force_limit,compound_mechanism_shift,0.397959,0.039394,0.415940,0.003774,0.396160,0.003551,0.142433,0.000646,0.342834,0.001711,0.198571,0.000547,0.141284,0.002627,7,84
visual_nearest_retrieval,combined_stress,twist_lid_with_force_limit,friction_mismatch,0.501701,0.050259,0.429075,0.005208,0.360436,0.001008,0.125155,0.001073,0.360442,0.001472,0.196216,0.000820,0.135714,0.000671,7,84
visual_nearest_retrieval,combined_stress,twist_lid_with_force_limit,occluded_contact_shift,0.445578,0.048800,0.420299,0.001421,0.381589,0.001056,0.132748,0.001119,0.355350,0.005374,0.195596,0.000868,0.137258,0.002376,7,84
visual_nearest_retrieval,combined_stress,twist_lid_with_force_limit,source_matched,0.545918,0.030732,0.435121,0.005238,0.346285,0.000979,0.114121,0.000952,0.366463,0.004317,0.190913,0.000774,0.130496,0.000651,7,84
visual_nearest_retrieval,combined_stress,twist_lid_with_force_limit,support_topology_shift,0.508503,0.042208,0.425582,0.005157,0.364994,0.001056,0.128141,0.002548,0.353161,0.001542,0.195524,0.000663,0.135324,0.000704,7,84
visual_nearest_retrieval,cross_embodiment,cable_route_around_hook,actuator_lag_shift,0.447279,0.017533,0.429835,0.001344,0.361800,0.000999,0.129949,0.000867,0.398973,0.001458,0.195618,0.001778,0.135432,0.000665,7,84
visual_nearest_retrieval,cross_embodiment,cable_route_around_hook,compliance_shift,0.498299,0.028545,0.434222,0.001319,0.350638,0.000979,0.121342,0.002712,0.403055,0.001430,0.189458,0.000826,0.131886,0.002626,7,84
visual_nearest_retrieval,cross_embodiment,cable_route_around_hook,compound_mechanism_shift,0.414966,0.036515,0.422557,0.001421,0.377106,0.003876,0.137640,0.000799,0.391261,0.004233,0.196503,0.000695,0.135216,0.000631,7,84
visual_nearest_retrieval,cross_embodiment,cable_route_around_hook,friction_mismatch,0.506803,0.053368,0.437890,0.001331,0.337885,0.000989,0.119149,0.000858,0.403764,0.001444,0.190840,0.002913,0.131826,0.000658,7,84
visual_nearest_retrieval,cross_embodiment,cable_route_around_hook,occluded_contact_shift,0.450680,0.047336,0.428333,0.001395,0.358453,0.003891,0.127452,0.002481,0.397817,0.005317,0.195547,0.001065,0.134112,0.000618,7,84
visual_nearest_retrieval,cross_embodiment,cable_route_around_hook,source_matched,0.527211,0.049291,0.442787,0.005259,0.324587,0.003629,0.111512,0.001089,0.408459,0.005879,0.186440,0.002943,0.129479,0.000578,7,84
visual_nearest_retrieval,cross_embodiment,cable_route_around_hook,support_topology_shift,0.508503,0.069575,0.429899,0.004761,0.347645,0.001037,0.119235,0.001762,0.404078,0.001514,0.189113,0.002519,0.132711,0.002385,7,84
visual_nearest_retrieval,cross_embodiment,cloth_slide_over_edge,actuator_lag_shift,0.443878,0.039347,0.429696,0.003820,0.364384,0.000979,0.125959,0.001359,0.398307,0.001430,0.193404,0.001073,0.132067,0.000651,7,84
visual_nearest_retrieval,cross_embodiment,cloth_slide_over_edge,compliance_shift,0.488095,0.043801,0.430870,0.005259,0.352528,0.003629,0.123834,0.001272,0.396230,0.005879,0.190307,0.002184,0.134905,0.000578,7,84
visual_nearest_retrieval,cross_embodiment,cloth_slide_over_edge,compound_mechanism_shift,0.392857,0.036717,0.416047,0.003792,0.378342,0.001037,0.136455,0.001275,0.393773,0.001514,0.195940,0.001018,0.134358,0.000691,7,84
visual_nearest_retrieval,cross_embodiment,cloth_slide_over_edge,friction_mismatch,0.506803,0.046904,0.439574,0.003825,0.341836,0.000970,0.116106,0.001089,0.405095,0.001416,0.190634,0.000840,0.129397,0.000645,7,84
visual_nearest_retrieval,cross_embodiment,cloth_slide_over_edge,occluded_contact_shift,0.479592,0.057090,0.423184,0.001370,0.360710,0.001018,0.127147,0.003040,0.399247,0.004296,0.193807,0.002856,0.135097,0.000678,7,84
