variant,split,seed,episodes,success_rate,tail_risk,calibration_error
observed_only_behavior_clone,nominal,0,600,0.5917,0.4083,0.0088
observed_only_behavior_clone,nominal,1,600,0.5783,0.4217,0.0032
observed_only_behavior_clone,nominal,2,600,0.5733,0.4267,0.0275
observed_only_behavior_clone,nominal,3,600,0.6483,0.3517,0.0576
observed_only_behavior_clone,nominal,4,600,0.6117,0.3883,0.0174
observed_only_behavior_clone,nominal,5,600,0.5900,0.4100,0.0101
observed_only_behavior_clone,nominal,6,600,0.6300,0.3700,0.0313
observed_only_behavior_clone,hidden_mode_shift,0,600,0.4567,0.5433,0.0359
observed_only_behavior_clone,hidden_mode_shift,1,600,0.4000,0.6000,0.0018
observed_only_behavior_clone,hidden_mode_shift,2,600,0.4333,0.5667,0.0122
observed_only_behavior_clone,hidden_mode_shift,3,600,0.4417,0.5583,0.0306
observed_only_behavior_clone,hidden_mode_shift,4,600,0.4100,0.5900,0.0046
observed_only_behavior_clone,hidden_mode_shift,5,600,0.4333,0.5667,0.0130
observed_only_behavior_clone,hidden_mode_shift,6,600,0.4467,0.5533,0.0277
observed_only_behavior_clone,embodiment_shift,0,600,0.4717,0.5283,0.0183
observed_only_behavior_clone,embodiment_shift,1,600,0.4000,0.6000,0.0344
observed_only_behavior_clone,embodiment_shift,2,600,0.4317,0.5683,0.0221
observed_only_behavior_clone,embodiment_shift,3,600,0.4967,0.5033,0.0530
observed_only_behavior_clone,embodiment_shift,4,600,0.4283,0.5717,0.0189
observed_only_behavior_clone,embodiment_shift,5,600,0.4417,0.5583,0.0113
observed_only_behavior_clone,embodiment_shift,6,600,0.4867,0.5133,0.0351
observed_only_behavior_clone,combined_stress,0,600,0.3417,0.6583,0.0059
observed_only_behavior_clone,combined_stress,1,600,0.2983,0.7017,0.0185
observed_only_behavior_clone,combined_stress,2,600,0.3333,0.6667,0.0028
observed_only_behavior_clone,combined_stress,3,600,0.3167,0.6833,0.0094
observed_only_behavior_clone,combined_stress,4,600,0.3283,0.6717,0.0013
observed_only_behavior_clone,combined_stress,5,600,0.3383,0.6617,0.0030
observed_only_behavior_clone,combined_stress,6,600,0.3250,0.6750,0.0090
data_augmentation_wam,nominal,0,600,0.6150,0.3850,0.0166
data_augmentation_wam,nominal,1,600,0.6133,0.3867,0.0255
data_augmentation_wam,nominal,2,600,0.6083,0.3917,0.0406
data_augmentation_wam,nominal,3,600,0.6483,0.3517,0.0113
data_augmentation_wam,nominal,4,600,0.6417,0.3583,0.0039
data_augmentation_wam,nominal,5,600,0.6583,0.3417,0.0136
data_augmentation_wam,nominal,6,600,0.6300,0.3700,0.0158
data_augmentation_wam,hidden_mode_shift,0,600,0.4950,0.5050,0.0137
data_augmentation_wam,hidden_mode_shift,1,600,0.4867,0.5133,0.0018
data_augmentation_wam,hidden_mode_shift,2,600,0.4900,0.5100,0.0087
data_augmentation_wam,hidden_mode_shift,3,600,0.4867,0.5133,0.0001
data_augmentation_wam,hidden_mode_shift,4,600,0.4600,0.5400,0.0274
data_augmentation_wam,hidden_mode_shift,5,600,0.5333,0.4667,0.0389
data_augmentation_wam,hidden_mode_shift,6,600,0.4850,0.5150,0.0105
data_augmentation_wam,embodiment_shift,0,600,0.5117,0.4883,0.0029
data_augmentation_wam,embodiment_shift,1,600,0.4917,0.5083,0.0242
data_augmentation_wam,embodiment_shift,2,600,0.5133,0.4867,0.0127
data_augmentation_wam,embodiment_shift,3,600,0.5000,0.5000,0.0141
data_augmentation_wam,embodiment_shift,4,600,0.4783,0.5217,0.0365
data_augmentation_wam,embodiment_shift,5,600,0.5233,0.4767,0.0015
data_augmentation_wam,embodiment_shift,6,600,0.5367,0.4633,0.0137
data_augmentation_wam,combined_stress,0,600,0.4267,0.5733,0.0163
data_augmentation_wam,combined_stress,1,600,0.3967,0.6033,0.0208
data_augmentation_wam,combined_stress,2,600,0.4183,0.5817,0.0093
data_augmentation_wam,combined_stress,3,600,0.4250,0.5750,0.0093
data_augmentation_wam,combined_stress,4,600,0.4167,0.5833,0.0002
data_augmentation_wam,combined_stress,5,600,0.4183,0.5817,0.0051
data_augmentation_wam,combined_stress,6,600,0.4017,0.5983,0.0229
scalar_uncertainty_planner,nominal,0,600,0.6883,0.3117,0.0073
scalar_uncertainty_planner,nominal,1,600,0.6917,0.3083,0.0055
scalar_uncertainty_planner,nominal,2,600,0.6583,0.3417,0.0321
scalar_uncertainty_planner,nominal,3,600,0.6983,0.3017,0.0139
scalar_uncertainty_planner,nominal,4,600,0.6833,0.3167,0.0095
scalar_uncertainty_planner,nominal,5,600,0.7150,0.2850,0.0269
scalar_uncertainty_planner,nominal,6,600,0.6633,0.3367,0.0110
scalar_uncertainty_planner,hidden_mode_shift,0,600,0.5733,0.4267,0.0138
scalar_uncertainty_planner,hidden_mode_shift,1,600,0.5483,0.4517,0.0163
scalar_uncertainty_planner,hidden_mode_shift,2,600,0.5750,0.4250,0.0061
scalar_uncertainty_planner,hidden_mode_shift,3,600,0.5667,0.4333,0.0038
scalar_uncertainty_planner,hidden_mode_shift,4,600,0.5633,0.4367,0.0080
scalar_uncertainty_planner,hidden_mode_shift,5,600,0.5700,0.4300,0.0034
scalar_uncertainty_planner,hidden_mode_shift,6,600,0.5800,0.4200,0.0272
scalar_uncertainty_planner,embodiment_shift,0,600,0.5567,0.4433,0.0248
scalar_uncertainty_planner,embodiment_shift,1,600,0.6233,0.3767,0.0367
scalar_uncertainty_planner,embodiment_shift,2,600,0.6067,0.3933,0.0157
scalar_uncertainty_planner,embodiment_shift,3,600,0.5800,0.4200,0.0049
scalar_uncertainty_planner,embodiment_shift,4,600,0.5783,0.4217,0.0150
scalar_uncertainty_planner,embodiment_shift,5,600,0.6117,0.3883,0.0231
scalar_uncertainty_planner,embodiment_shift,6,600,0.5733,0.4267,0.0015
scalar_uncertainty_planner,combined_stress,0,600,0.4900,0.5100,0.0120
scalar_uncertainty_planner,combined_stress,1,600,0.5000,0.5000,0.0072
scalar_uncertainty_planner,combined_stress,2,600,0.5083,0.4917,0.0031
scalar_uncertainty_planner,combined_stress,3,600,0.4983,0.5017,0.0071
scalar_uncertainty_planner,combined_stress,4,600,0.5317,0.4683,0.0179
scalar_uncertainty_planner,combined_stress,5,600,0.4917,0.5083,0.0174
scalar_uncertainty_planner,combined_stress,6,600,0.5167,0.4833,0.0214
ensemble_disagreement_planner,nominal,0,600,0.7283,0.2717,0.0135
ensemble_disagreement_planner,nominal,1,600,0.6767,0.3233,0.0341
ensemble_disagreement_planner,nominal,2,600,0.6767,0.3233,0.0178
ensemble_disagreement_planner,nominal,3,600,0.6800,0.3200,0.0135
ensemble_disagreement_planner,nominal,4,600,0.6783,0.3217,0.0228
ensemble_disagreement_planner,nominal,5,600,0.7283,0.2717,0.0148
ensemble_disagreement_planner,nominal,6,600,0.7017,0.2983,0.0003
ensemble_disagreement_planner,hidden_mode_shift,0,600,0.6200,0.3800,0.0120
ensemble_disagreement_planner,hidden_mode_shift,1,600,0.5867,0.4133,0.0173
ensemble_disagreement_planner,hidden_mode_shift,2,600,0.5767,0.4233,0.0110
ensemble_disagreement_planner,hidden_mode_shift,3,600,0.6083,0.3917,0.0216
ensemble_disagreement_planner,hidden_mode_shift,4,600,0.5700,0.4300,0.0243
ensemble_disagreement_planner,hidden_mode_shift,5,600,0.5967,0.4033,0.0101
ensemble_disagreement_planner,hidden_mode_shift,6,600,0.5717,0.4283,0.0229
ensemble_disagreement_planner,embodiment_shift,0,600,0.6367,0.3633,0.0093
ensemble_disagreement_planner,embodiment_shift,1,600,0.6333,0.3667,0.0100
ensemble_disagreement_planner,embodiment_shift,2,600,0.6167,0.3833,0.0096
ensemble_disagreement_planner,embodiment_shift,3,600,0.6117,0.3883,0.0055
ensemble_disagreement_planner,embodiment_shift,4,600,0.6033,0.3967,0.0104
