method,split,seed,mean_success_rate,ci95_success_rate,mean_utility,ci95_utility,mean_mechanism_precision,ci95_mechanism_precision,mean_incompatible_retrieval_rate,ci95_incompatible_retrieval_rate,mean_recovery_success,ci95_recovery_success,mean_damage_rate,ci95_damage_rate,mean_query_cost,ci95_query_cost,mean_regret,ci95_regret,mean_calibration_error,ci95_calibration_error,mean_retrieval_coverage,ci95_retrieval_coverage,groups,episodes_per_group
state_nearest_memory,combined_stress,3,0.5024739583,0.0138741127,0.3328061767,0.0158206015,0.4489430625,0.0018044851,0.3207286818,0.0029201251,0.4086450511,0.0027634850,0.1149400390,0.0016017372,0.2086284271,0.0006475686,0.1940595298,0.0014097103,0.1265230689,0.0006413031,0.6262107741,0.0017246192,80,96
state_nearest_memory,combined_stress,4,0.4910156250,0.0165393654,0.3215067428,0.0189150854,0.4492207000,0.0017998850,0.3201716193,0.0029252098,0.4084099233,0.0028460584,0.1150672071,0.0016606855,0.2085956812,0.0007273348,0.1940852942,0.0014638385,0.1264890684,0.0006636594,0.6264210588,0.0017979514,80,96
state_nearest_memory,combined_stress,5,0.4992187500,0.0164475155,0.3299406283,0.0189218709,0.4489730750,0.0018746675,0.3199897443,0.0028643819,0.4088620139,0.0027626047,0.1149417696,0.0016951655,0.2086628625,0.0006888806,0.1940155222,0.0014649653,0.1266111459,0.0006465384,0.6257664113,0.0017258466,80,96
state_nearest_memory,combined_stress,6,0.5028645833,0.0153102385,0.3336995803,0.0176393814,0.4480251000,0.0016634115,0.3198078693,0.0028307429,0.4087888421,0.0029224912,0.1146732509,0.0017144230,0.2084936958,0.0006932712,0.1941553050,0.0014551934,0.1265081109,0.0006813268,0.6256560358,0.0016883005,80,96
state_nearest_memory,combined_stress,7,0.4985677083,0.0150791774,0.3293712172,0.0171254223,0.4476023875,0.0015753688,0.3197510568,0.0028220387,0.4088863805,0.0030111468,0.1148566052,0.0016963156,0.2085858021,0.0006554821,0.1936973427,0.0014036562,0.1265571519,0.0007022222,0.6252800276,0.0016904819,80,96
state_nearest_memory,combined_stress,8,0.4893229167,0.0163719525,0.3200380269,0.0185469329,0.4477049375,0.0015335859,0.3196942443,0.0028492083,0.4091590064,0.0029465674,0.1149039096,0.0017151091,0.2088972542,0.0006636149,0.1939365789,0.0014333757,0.1266812304,0.0007066636,0.6251461403,0.0017111186,80,96
state_nearest_memory,combined_stress,9,0.4921875000,0.0157121716,0.3228763402,0.0178645228,0.4476324000,0.0016775219,0.3200126193,0.0028815611,0.4094185008,0.0029627473,0.1149095834,0.0016324198,0.2088140625,0.0006945830,0.1937927349,0.0014597144,0.1265111619,0.0006975998,0.6250757848,0.0017032811,80,96
state_nearest_memory,cross_embodiment,0,0.5412760417,0.0147461404,0.3961152715,0.0167274059,0.4602588750,0.0015592528,0.2968059370,0.0028480897,0.4179941547,0.0030030232,0.1080487093,0.0015964164,0.2017105479,0.0006190778,0.1812387224,0.0015811079,0.1185076325,0.0006351887,0.6502987038,0.0017347832,80,96
state_nearest_memory,cross_embodiment,1,0.5364583333,0.0140571476,0.3907785667,0.0160210129,0.4600182500,0.0016025024,0.2971293120,0.0027861289,0.4173850366,0.0030071797,0.1082710518,0.0015989852,0.2018879833,0.0006729072,0.1812147884,0.0015401832,0.1183406440,0.0006556742,0.6505187513,0.0016741427,80,96
state_nearest_memory,cross_embodiment,2,0.5373697917,0.0144581914,0.3917459846,0.0163732635,0.4597776250,0.0016411436,0.2972025620,0.0028095605,0.4178351978,0.0030290848,0.1085228356,0.0016113967,0.2016850604,0.0006511211,0.1808603817,0.0014987682,0.1183947660,0.0006882376,0.6505537063,0.0016842350,80,96
state_nearest_memory,cross_embodiment,3,0.5389322917,0.0136028675,0.3931822100,0.0157709322,0.4598871750,0.0016106012,0.2971507495,0.0028254078,0.4174142988,0.0030822361,0.1086791087,0.0015850842,0.2018482104,0.0006678143,0.1805160263,0.0014527216,0.1185969620,0.0007125652,0.6504240790,0.0016872528,80,96
state_nearest_memory,cross_embodiment,4,0.5403645833,0.0140635975,0.3944810604,0.0162522275,0.4594714625,0.0016834568,0.2970989370,0.0028035705,0.4166432247,0.0029605108,0.1086126131,0.0016848123,0.2014879208,0.0006401819,0.1807782741,0.0014061716,0.1187241205,0.0007050726,0.6505525808,0.0017418213,80,96
state_nearest_memory,cross_embodiment,5,0.5468750000,0.0150013661,0.4009213351,0.0172412485,0.4595810125,0.0017308258,0.2967969995,0.0027630906,0.4162310800,0.0030184896,0.1087373525,0.0016937292,0.2015818000,0.0006709170,0.1808227055,0.0014432616,0.1186972020,0.0007018101,0.6507381110,0.0017171119,80,96
state_nearest_memory,cross_embodiment,6,0.5436197917,0.0138114578,0.3976175184,0.0155578252,0.4596905625,0.0017664817,0.2969953120,0.0027716002,0.4163266891,0.0029156973,0.1089228156,0.0016851865,0.2015122479,0.0006507981,0.1804803086,0.0013384858,0.1186032500,0.0007012930,0.6508936263,0.0017433211,80,96
state_nearest_memory,cross_embodiment,7,0.5449218750,0.0145984713,0.3988485194,0.0169353199,0.4592748500,0.0016519173,0.2968184370,0.0027114066,0.4162603422,0.0029502904,0.1088499093,0.0017496628,0.2017540812,0.0006697382,0.1806241935,0.0013147492,0.1186533700,0.0006942590,0.6505293818,0.0017493596,80,96
state_nearest_memory,cross_embodiment,8,0.5424479167,0.0146083228,0.3968248893,0.0162937116,0.4593844000,0.0015950813,0.2961413120,0.0028876174,0.4163865916,0.0028620263,0.1088099543,0.0016642262,0.2016735917,0.0006516764,0.1804419504,0.0013427401,0.1184703735,0.0006854344,0.6503372233,0.0017979687,80,96
state_nearest_memory,cross_embodiment,9,0.5304687500,0.0156460227,0.3848662711,0.0176889297,0.4594939500,0.0016079237,0.2959644370,0.0029014840,0.4166704197,0.0028708962,0.1090511481,0.0016693694,0.2018762500,0.0006391047,0.1801793321,0.0013046881,0.1182203435,0.0006478638,0.6505152498,0.0017948486,80,96
state_nearest_memory,heldout_mechanism,0,0.5638020833,0.0157451941,0.4283589023,0.0175091470,0.4633796625,0.0017257397,0.2867058488,0.0028280464,0.4211763128,0.0030090112,0.1056418719,0.0016646370,0.1993576958,0.0007513231,0.1747155396,0.0013787269,0.1154330911,0.0006300289,0.6593344721,0.0016972978,80,96
state_nearest_memory,heldout_mechanism,1,0.5634114583,0.0135807882,0.4278009328,0.0155728433,0.4633211250,0.0016311228,0.2869091613,0.0027857753,0.4211036594,0.0030342813,0.1056290475,0.0016165840,0.1994761521,0.0007416081,0.1747805964,0.0013488511,0.1154172566,0.0006641804,0.6593801903,0.0016854376,80,96
state_nearest_memory,heldout_mechanism,2,0.5592447917,0.0124157534,0.4237834997,0.0141315327,0.4637878500,0.0016147374,0.2869874113,0.0027416478,0.4212104706,0.0029776703,0.1055253625,0.0015561175,0.1994973979,0.0006718449,0.1746366950,0.0014441052,0.1154744586,0.0006516917,0.6594754333,0.0016971550,80,96
state_nearest_memory,heldout_mechanism,3,0.5692708333,0.0123705500,0.4339493450,0.0136833127,0.4639044000,0.0016465675,0.2873157863,0.0027430464,0.4213085275,0.0030937373,0.1051837175,0.0015113905,0.1991698708,0.0006521541,0.1749044069,0.0014540968,0.1154606251,0.0006392764,0.6591274548,0.0017142843,80,96
state_nearest_memory,heldout_mechanism,4,0.5526041667,0.0137242997,0.4167308750,0.0153971938,0.4640209500,0.0015726202,0.2875190988,0.0027863928,0.4208856990,0.0030688833,0.1056139369,0.0015841707,0.1991410042,0.0006815753,0.1753759669,0.0014568045,0.1154447906,0.0006486451,0.6591871801,0.0017374088,80,96
state_nearest_memory,heldout_mechanism,5,0.5701822917,0.0145674902,0.4344893600,0.0165823318,0.4643125875,0.0016161411,0.2875973488,0.0028303516,0.4208174228,0.0029155725,0.1053439582,0.0015990580,0.1990078979,0.0006609992,0.1754353171,0.0014986438,0.1152768801,0.0006303098,0.6593684661,0.0017392186,80,96
state_nearest_memory,heldout_mechanism,6,0.5696614583,0.0129971157,0.4338128164,0.0151550368,0.4640789625,0.0016699298,0.2875505363,0.0028994925,0.4207535237,0.0029558933,0.1054660438,0.0015726270,0.1991281771,0.0006511653,0.1754889607,0.0014126832,0.1153320811,0.0006627398,0.6596152848,0.0017937536,80,96
state_nearest_memory,heldout_mechanism,7,0.5569010417,0.0143678129,0.4207956405,0.0165149981,0.4640204250,0.0016648869,0.2876287863,0.0028863178,0.4205101600,0.0029268837,0.1057421588,0.0015844501,0.1991946979,0.0006265402,0.1753513625,0.0014960294,0.1153142456,0.0006763736,0.6598686068,0.0017689589,80,96
state_nearest_memory,heldout_mechanism,8,0.5548177083,0.0154122929,0.4189326457,0.0169762296,0.4644871500,0.0016544033,0.2872067863,0.0028798631,0.4202843050,0.0030719123,0.1058661063,0.0015313470,0.1991117396,0.0005827089,0.1750908879,0.0015080577,0.1155135186,0.0006632369,0.6597937648,0.0017150876,80,96
state_nearest_memory,heldout_mechanism,9,0.5691406250,0.0126975581,0.4333067243,0.0147330016,0.4640784375,0.0016017386,0.2874100988,0.0028847837,0.4203867390,0.0029937339,0.1058135507,0.0015284519,0.1988741313,0.0006186291,0.1748526431,0.0014746573,0.1154226466,0.0007034408,0.6598114691,0.0016459625,80,96
state_nearest_memory,heldout_object,0,0.5813802083,0.0129793423,0.4562024641,0.0148510279,0.4676115750,0.0016110364,0.2767738303,0.0026468223,0.4239517584,0.0029970844,0.1028309869,0.0016101345,0.1963696146,0.0006445935,0.1677646907,0.0014602296,0.1121459163,0.0006682090,0.6692205962,0.0017718548,80,96
state_nearest_memory,heldout_object,1,0.5808593750,0.0142122704,0.4563384617,0.0161082055,0.4680573000,0.0016717011,0.2760867053,0.0027670456,0.4245896203,0.0029515005,0.1025991006,0.0015847033,0.1962557813,0.0006300887,0.1679649886,0.0014509009,0.1121068348,0.0006269326,0.6690479317,0.0018231386,80,96
state_nearest_memory,heldout_object,2,0.5734375000,0.0137531041,0.4487282866,0.0154190193,0.4679777625,0.0016849197,0.2762750178,0.0027957146,0.4243214044,0.0029136456,0.1026277512,0.0015588021,0.1963136000,0.0006422600,0.1679208405,0.0014516743,0.1120067228,0.0006489420,0.6688807699,0.0018921908,80,96
state_nearest_memory,heldout_object,3,0.6000000000,0.0121635487,0.4757817035,0.0142019285,0.4682484000,0.0017032805,0.2764633303,0.0028221138,0.4249286259,0.0028789044,0.1021197206,0.0016008357,0.1961207500,0.0006743692,0.1678609346,0.0013998591,0.1119816483,0.0006610205,0.6689417222,0.0018380906,80,96
state_nearest_memory,heldout_object,4,0.5805989583,0.0142006638,0.4561628970,0.0160643378,0.4683439500,0.0016977984,0.2765265803,0.0028416710,0.4253651372,0.0028973117,0.1022802044,0.0015703754,0.1964963521,0.0007422008,0.1681986736,0.0013985286,0.1121796853,0.0006823100,0.6684959212,0.0018376419,80,96
state_nearest_memory,heldout_object,5,0.5914062500,0.0150801888,0.4669463904,0.0167041057,0.4687896750,0.0017524923,0.2769650178,0.0028285423,0.4252632544,0.0029923549,0.1022233512,0.0015507985,0.1962989625,0.0007067215,0.1680627372,0.0014530377,0.1121586128,0.0006732225,0.6684558229,0.0017919648,80,96
state_nearest_memory,heldout_object,6,0.5846354167,0.0144658589,0.4601049471,0.0164166189,0.4685350500,0.0015015650,0.2767781428,0.0029429746,0.4257085200,0.0029835199,0.1024391325,0.0015810180,0.1964227042,0.0007238631,0.1682890131,0.0014626993,0.1119774603,0.0006281393,0.6684972654,0.0017097690,80,96
state_nearest_memory,heldout_object,7,0.5835937500,0.0154560148,0.4590787241,0.0172794741,0.4691558625,0.0015525077,0.2772165803,0.0029386702,0.4256066372,0.0029188730,0.1025205231,0.0015965995,0.1960910500,0.0006845973,0.1679529766,0.0014870254,0.1119563878,0.0006337081,0.6686712742,0.0016934682,80,96
state_nearest_memory,heldout_object,8,0.5757812500,0.0135991396,0.4507112439,0.0156191363,0.4694265000,0.0015807232,0.2775299553,0.0029955481,0.4244586066,0.0030239676,0.1026399969,0.0016157982,0.1962293750,0.0006945578,0.1681303931,0.0015051535,0.1121584268,0.0006318552,0.6690248727,0.0016921033,80,96
state_nearest_memory,heldout_object,9,0.5835937500,0.0128253779,0.4585636397,0.0145184050,0.4695220500,0.0016485919,0.2774681428,0.0030030158,0.4241991450,0.0029400061,0.1026020325,0.0015382896,0.1959988750,0.0006510557,0.1682749318,0.0015509600,0.1121293503,0.0005939705,0.6690868254,0.0016776534,80,96
state_nearest_memory,seen_corpus,0,0.6052083333,0.0140552706,0.4932614834,0.0156882833,0.4744232125,0.0016057944,0.2649877845,0.0029652532,0.4287237650,0.0031293307,0.0987329199,0.0015709227,0.1925685208,0.0006626619,0.1599595725,0.0014803762,0.1086865171,0.0006860454,0.6802070399,0.0017520324,80,96
state_nearest_memory,seen_corpus,1,0.6207031250,0.0122773948,0.5091501449,0.0138946688,0.4744977625,0.0016570171,0.2649109720,0.0029396688,0.4293192660,0.0031202485,0.0982464743,0.0016136665,0.1925966562,0.0006000892,0.1602761470,0.0014771149,0.1087982756,0.0007275329,0.6802562127,0.0017413892,80,96
state_nearest_memory,seen_corpus,2,0.6152343750,0.0120750789,0.5035730073,0.0137840387,0.4740470500,0.0017457752,0.2644589720,0.0028532532,0.4294026360,0.0030270457,0.0983362218,0.0015733612,0.1929182812,0.0006100530,0.1606851063,0.0014765752,0.1088289936,0.0007216357,0.6802858757,0.0016021283,80,96
state_nearest_memory,seen_corpus,3,0.6111979167,0.0122778313,0.4996569587,0.0137681651,0.4737714250,0.0016547489,0.2643821595,0.0029070459,0.4298230494,0.0030356352,0.0984264512,0.0014894396,0.1930697792,0.0006104831,0.1602044323,0.0014963272,0.1087906771,0.0007196658,0.6804070844,0.0016257386,80,96
state_nearest_memory,seen_corpus,4,0.6190104167,0.0127106996,0.5077775330,0.0147602106,0.4740210625,0.0016399648,0.2643053470,0.0028608642,0.4297182004,0.0030258808,0.0981533243,0.0015648593,0.1929803542,0.0006461351,0.1599333130,0.0014125774,0.1089024356,0.0006877057,0.6805703142,0.0016487097,80,96
state_nearest_memory,seen_corpus,5,0.6209635417,0.0141389895,0.5094019885,0.0153999502,0.4733952625,0.0017256817,0.2646037220,0.0028388949,0.4294251322,0.0029400416,0.0982370418,0.0015431822,0.1931230354,0.0006356662,0.1596824651,0.0013784290,0.1084949346,0.0006627995,0.6800406977,0.0017605293,80,96
state_nearest_memory,seen_corpus,6,0.6131510417,0.0128550100,0.5013680722,0.0147222167,0.4741701625,0.0017224609,0.2647770345,0.0027500768,0.4291364413,0.0029006840,0.0984877862,0.0015839022,0.1932523604,0.0006339591,0.1596260106,0.0014016638,0.1083855826,0.0006319426,0.6800308409,0.0016959351,80,96
state_nearest_memory,seen_corpus,7,0.6162760417,0.0133270923,0.5043109850,0.0149391807,0.4740696250,0.0017418788,0.2649503470,0.0027049542,0.4293730129,0.0028361374,0.0986917305,0.0015700491,0.1932285604,0.0006800774,0.1597602014,0.0014429700,0.1085763806,0.0006469120,0.6798508992,0.0017078578,80,96
state_nearest_memory,seen_corpus,8,0.6169270833,0.0117294662,0.5048579339,0.0136306515,0.4737940000,0.0015948688,0.2651236595,0.0027130617,0.4294344969,0.0028682730,0.0987150937,0.0015861983,0.1930142833,0.0006687341,0.1599975937,0.0015240931,0.1085420661,0.0006336676,0.6799571004,0.0016931599,80,96
state_nearest_memory,seen_corpus,9,0.6180989583,0.0133690926,0.5061307333,0.0147058701,0.4740436375,0.0016646659,0.2646716595,0.0028397145,0.4293427794,0.0029404760,0.0989854599,0.0015745792,0.1930178271,0.0006452211,0.1598094046,0.0014919523,0.1082726341,0.0005734627,0.6802428914,0.0017469646,80,96
state_nearest_memory,sparse_corpus,0,0.5369791667,0.0159637022,0.3860806877,0.0180162297,0.4559748125,0.0016341249,0.3019564514,0.0027755790,0.4153388517,0.0030310452,0.1095976891,0.0016342936,0.2035597542,0.0007030482,0.1835397410,0.0014122905,0.1200308582,0.0006974361,0.6441186479,0.0017585787,80,96
state_nearest_memory,sparse_corpus,1,0.5355468750,0.0145309973,0.3848985543,0.0166870995,0.4562384500,0.0015958620,0.3018896389,0.0027925613,0.4157729151,0.0029708919,0.1096477435,0.0016708011,0.2032305688,0.0006399303,0.1835675213,0.0014643352,0.1199236642,0.0006841335,0.6443904477,0.0017471243,80,96
state_nearest_memory,sparse_corpus,2,0.5286458333,0.0138943316,0.3778415485,0.0159750609,0.4568522625,0.0015839677,0.3021980139,0.0028007880,0.4158436720,0.0029474218,0.1096724235,0.0016195113,0.2035032083,0.0005989351,0.1836187245,0.0014613877,0.1198975107,0.0007153760,0.6439674002,0.0017810608,80,96
state_nearest_memory,sparse_corpus,3,0.5376302083,0.0131228660,0.3867776513,0.0152663883,0.4571159000,0.0016204571,0.3022562639,0.0028153429,0.4157480958,0.0028373229,0.1097688447,0.0016063636,0.2034033771,0.0005713022,0.1836616662,0.0014409805,0.1200174302,0.0006981058,0.6441316462,0.0017608576,80,96
state_nearest_memory,sparse_corpus,4,0.5341145833,0.0138775885,0.3832263652,0.0160430364,0.4572044500,0.0014434636,0.3021894514,0.0028277942,0.4154818092,0.0027664469,0.1098563991,0.0015744565,0.2033284708,0.0006530180,0.1836020027,0.0013832517,0.1199102362,0.0006669234,0.6441893389,0.0017182184,80,96
state_nearest_memory,sparse_corpus,5,0.5328125000,0.0138639178,0.3816127396,0.0154823048,0.4576431750,0.0013864380,0.3026228889,0.0028396411,0.4155481889,0.0029451575,0.1100892022,0.0015115199,0.2035227250,0.0005969767,0.1835588626,0.0014241389,0.1199611212,0.0006309699,0.6444451307,0.0017240275,80,96
state_nearest_memory,sparse_corpus,6,0.5363281250,0.0142528192,0.3853803446,0.0162693428,0.4579068125,0.0013696860,0.3024310139,0.0028466557,0.4154613670,0.0028838925,0.1099664022,0.0015732180,0.2033493812,0.0006223785,0.1834903410,0.0014487109,0.1203021512,0.0006324977,0.6443242342,0.0017047079,80,96
state_nearest_memory,sparse_corpus,7,0.5286458333,0.0148088769,0.3776346384,0.0171164459,0.4579953625,0.0013695325,0.3024892639,0.0028715642,0.4155408783,0.0028903759,0.1099876360,0.0016375753,0.2033328083,0.0006771780,0.1837302311,0.0015299121,0.1204220707,0.0006166391,0.6443744232,0.0017374483,80,96
state_nearest_memory,sparse_corpus,8,0.5316406250,0.0160154442,0.3807932736,0.0183065200,0.4577337375,0.0015533280,0.3021723264,0.0029355695,0.4152833461,0.0029467582,0.1098654566,0.0016644552,0.2031667562,0.0006896673,0.1837592045,0.0016026005,0.1205359872,0.0006704329,0.6446192094,0.0017073378,80,96
state_nearest_memory,sparse_corpus,9,0.5256510417,0.0164682295,0.3745189138,0.0186982100,0.4574721125,0.0016735630,0.3023556389,0.0029692802,0.4153584801,0.0029249271,0.1100900885,0.0016947718,0.2032015229,0.0007167815,0.1839047511,0.0015483720,0.1205078327,0.0006314521,0.6446338807,0.0017131246,80,96
state_nearest_memory,stale_memory,0,0.5102864583,0.0141855609,0.3495852553,0.0164525005,0.4520309625,0.0016752752,0.3133801031,0.0028893176,0.4130136439,0.0027957063,0.1119761260,0.0016730853,0.2069894396,0.0006707967,0.1871377590,0.0014327917,0.1251458766,0.0006588465,0.6301618208,0.0016850593,80,96
state_nearest_memory,stale_memory,1,0.5196614583,0.0159019962,0.3591434935,0.0180557011,0.4519374250,0.0017160294,0.3130581656,0.0028408724,0.4127492867,0.0028419928,0.1119608653,0.0016598239,0.2068811396,0.0006709041,0.1868624803,0.0014828676,0.1252567131,0.0006741809,0.6302162541,0.0016598819,80,96
state_nearest_memory,stale_memory,2,0.5157552083,0.0151805313,0.3555011605,0.0170212731,0.4518438875,0.0016922267,0.3129863531,0.0027710178,0.4133516126,0.0028696292,0.1117519510,0.0015529917,0.2070338146,0.0007116475,0.1867829569,0.0014940413,0.1253715516,0.0006382236,0.6305558298,0.0016589216,80,96
state_nearest_memory,stale_memory,3,0.5149739583,0.0165994720,0.3545438712,0.0188857156,0.4519254375,0.0016683564,0.3127894781,0.0028681109,0.4129077908,0.0030164435,0.1117781822,0.0015833443,0.2072177771,0.0007213284,0.1871168363,0.0014968064,0.1250341641,0.0007072602,0.6305167163,0.0016557442,80,96
state_nearest_memory,stale_memory,4,0.5119791667,0.0141511419,0.3515628398,0.0162899825,0.4518319000,0.0017529232,0.3127176656,0.0027901913,0.4129848542,0.0029773364,0.1118530116,0.0015247328,0.2069825042,0.0006879014,0.1873469176,0.0015476205,0.1249989276,0.0006942162,0.6305561421,0.0017534351,80,96
state_nearest_memory,stale_memory,5,0.5210937500,0.0133889658,0.3609171930,0.0154018222,0.4512131000,0.0016926244,0.3126458531,0.0027707035,0.4132370051,0.0030241503,0.1115597972,0.0015488819,0.2069528875,0.0006909735,0.1871736473,0.0015241086,0.1248136161,0.0006746066,0.6300532968,0.0017670306,80,96
state_nearest_memory,stale_memory,6,0.5165364583,0.0132240019,0.3558230645,0.0153824868,0.4512946500,0.0016921544,0.3131993531,0.0027730777,0.4129420076,0.0030178200,0.1118565985,0.0015328133,0.2068895646,0.0006970634,0.1874385648,0.0015203579,0.1246383096,0.0007228368,0.6301692608,0.0017202123,80,96
state_nearest_memory,stale_memory,7,0.5227864583,0.0157983824,0.3625606300,0.0181185746,0.4517263750,0.0016901329,0.3128774156,0.0028031621,0.4133780005,0.0030621278,0.1115974378,0.0015739158,0.2066749396,0.0007025649,0.1876509297,0.0015446165,0.1245990711,0.0006872888,0.6300656151,0.0017055312,80,96
state_nearest_memory,stale_memory,8,0.5234375000,0.0167916881,0.3634206536,0.0190641679,0.4516328375,0.0016581622,0.3129306656,0.0028721381,0.4134506867,0.0030128678,0.1115403591,0.0016473426,0.2066137375,0.0006687152,0.1869862676,0.0015165384,0.1244907981,0.0006659782,0.6296973371,0.0017749509,80,96
state_nearest_memory,stale_memory,9,0.5319010417,0.0150686762,0.3719775444,0.0172380838,0.4520645625,0.0016500560,0.3131089781,0.0028132259,0.4135189958,0.0029375156,0.1112013347,0.0016351333,0.2066682729,0.0006449847,0.1873278121,0.0014947336,0.1242344511,0.0006572889,0.6301639763,0.0017724356,80,96
state_nearest_memory,visually_aliased,0,0.5082031250,0.0140416262,0.3504150105,0.0161477479,0.4547302125,0.0017232863,0.3080086599,0.0027757935,0.4131707244,0.0028636740,0.1122999999,0.0014928811,0.2050196062,0.0007099545,0.1886633167,0.0015212625,0.1215903686,0.0005882906,0.6397687974,0.0016419250,80,96
state_nearest_memory,visually_aliased,1,0.5059895833,0.0151142649,0.3481289720,0.0174639118,0.4548397625,0.0016257424,0.3083320349,0.0028523824,0.4132619563,0.0029171043,0.1121753174,0.0015186446,0.2049354708,0.0007328501,0.1889269264,0.0015570830,0.1216484926,0.0005699244,0.6395166089,0.0017009923,80,96
state_nearest_memory,visually_aliased,2,0.5102864583,0.0144024296,0.3526729839,0.0165193625,0.4549493125,0.0015810330,0.3084052849,0.0028501224,0.4135370300,0.0029718605,0.1118409012,0.0015816693,0.2048352271,0.0006614703,0.1890759213,0.0015975657,0.1218526896,0.0005765565,0.6398797279,0.0017127613,80,96
state_nearest_memory,visually_aliased,3,0.5210937500,0.0153059299,0.3637391853,0.0176891667,0.4550588625,0.0015767880,0.3082284099,0.0028519249,0.4134706832,0.0030183480,0.1116719387,0.0016346972,0.2045688000,0.0006590545,0.1891197561,0.0015871352,0.1219028096,0.0006123301,0.6401578044,0.0017396222,80,96
state_nearest_memory,visually_aliased,4,0.5054687500,0.0137102357,0.3473755093,0.0160625002,0.4548182375,0.0015827730,0.3084267224,0.0027954373,0.4126908547,0.0029277026,0.1121550956,0.0016127664,0.2048975375,0.0006816797,0.1891933171,0.0015569955,0.1216587826,0.0006608088,0.6402853057,0.0016701232,80,96
state_nearest_memory,visually_aliased,5,0.5110677083,0.0142821740,0.3530782064,0.0167070675,0.4545776125,0.0016343078,0.3086250349,0.0028427024,0.4129615513,0.0030115181,0.1121061462,0.0016394021,0.2047040271,0.0006992895,0.1889478186,0.0015009144,0.1219400181,0.0006873866,0.6404128069,0.0016980449,80,96
state_nearest_memory,visually_aliased,6,0.5104166667,0.0168367981,0.3521633114,0.0188571113,0.4546871625,0.0016068107,0.3088233474,0.0028212455,0.4127069853,0.0030713631,0.1123948093,0.0016235849,0.2048231292,0.0006928238,0.1886117249,0.0014508712,0.1219211036,0.0007162143,0.6401681222,0.0016832282,80,96
state_nearest_memory,visually_aliased,7,0.5188802083,0.0168841072,0.3608971877,0.0190797694,0.4544465375,0.0016043512,0.3085214099,0.0028198980,0.4121197532,0.0029583223,0.1121092049,0.0017247171,0.2043644021,0.0006804549,0.1886593079,0.0014128387,0.1220442601,0.0007095763,0.6403256384,0.0017323798,80,96
state_nearest_memory,visually_aliased,8,0.5088541667,0.0146953150,0.3505312672,0.0168916689,0.4543810000,0.0016925315,0.3080944099,0.0027723304,0.4117119857,0.0030074619,0.1125228462,0.0016871621,0.2046897917,0.0006527137,0.1888981327,0.0014322815,0.1220903781,0.0007009207,0.6406047154,0.0016981596,80,96
state_nearest_memory,visually_aliased,9,0.5187500000,0.0136785688,0.3603923891,0.0157640781,0.4543154625,0.0017553306,0.3082927224,0.0027807113,0.4114574197,0.0028981650,0.1124715906,0.0017150811,0.2045862000,0.0006606073,0.1886620890,0.0013658930,0.1219964261,0.0007038191,0.6407462237,0.0017412461,80,96
test_time_retrieval_adaptation,combined_stress,0,0.5963541667,0.0119164889,0.5326298944,0.0132375616,0.5464471125,0.0015808971,0.1794275344,0.0020032941,0.5182048413,0.0028342986,0.0802232899,0.0015054927,0.2999037042,0.0005918054,0.1497479019,0.0014156423,0.0855238131,0.0006308271,0.5722398669,0.0016224858,80,96
test_time_retrieval_adaptation,combined_stress,1,0.5904947917,0.0125268141,0.5266410359,0.0141692342,0.5466196625,0.0015772165,0.1792956594,0.0020154727,0.5180248319,0.0028163481,0.0803844774,0.0015147972,0.2999726479,0.0006093456,0.1499318577,0.0014076198,0.0852264656,0.0006650047,0.5717558834,0.0016649251,80,96
test_time_retrieval_adaptation,combined_stress,2,0.5924479167,0.0134988600,0.5284014174,0.0148251731,0.5469673000,0.0015339693,0.1795389719,0.0019652512,0.5178316910,0.0028744291,0.0805063405,0.0015108996,0.3002323667,0.0006032146,0.1496326833,0.0014270123,0.0852352711,0.0006482426,0.5714634957,0.0016412329,80,96
test_time_retrieval_adaptation,combined_stress,3,0.5880208333,0.0138248524,0.5238799133,0.0152392501,0.5473149375,0.0014870351,0.1797822844,0.0019542990,0.5176385500,0.0030093929,0.0803678599,0.0014302051,0.3003562958,0.0006335673,0.1497337089,0.0014686857,0.0850189641,0.0006396198,0.5718714579,0.0016525293,80,96
test_time_retrieval_adaptation,combined_stress,4,0.5872395833,0.0133860098,0.5235631046,0.0148004651,0.5471373125,0.0015940241,0.1791501594,0.0019681449,0.5183514869,0.0030176053,0.0801775112,0.0013915265,0.3005792583,0.0006048299,0.1497790304,0.0015364631,0.0850888001,0.0006437572,0.5718897254,0.0016923471,80,96
test_time_retrieval_adaptation,combined_stress,5,0.5903645833,0.0138480906,0.5263879637,0.0153647543,0.5469596875,0.0016800178,0.1793934719,0.0020075579,0.5179832585,0.0031055462,0.0802032430,0.0014047454,0.3007475333,0.0006143373,0.1497831576,0.0015215900,0.0850225681,0.0006040199,0.5718554667,0.0017276276,80,96
test_time_retrieval_adaptation,combined_stress,6,0.6010416667,0.0143653166,0.5374509983,0.0161340513,0.5467820625,0.0017147035,0.1790114719,0.0020393976,0.5186874410,0.0031168308,0.0801243030,0.0015059203,0.3007350417,0.0006064312,0.1497398423,0.0014916237,0.0850213686,0.0005882831,0.5721588767,0.0017162353,80,96
