method,split,task,regime,mean_success_rate,ci95_success_rate,mean_utility,ci95_utility,mean_mechanism_precision,ci95_mechanism_precision,mean_incompatible_retrieval_rate,ci95_incompatible_retrieval_rate,mean_recovery_success,ci95_recovery_success,mean_damage_rate,ci95_damage_rate,mean_query_cost,ci95_query_cost,mean_regret,ci95_regret,mean_calibration_error,ci95_calibration_error,mean_retrieval_coverage,ci95_retrieval_coverage,groups,episodes_per_group
test_time_retrieval_adaptation,heldout_object,deformable_packing_corner,source_matched,0.6541666667,0.0187121841,0.6492913062,0.0192253880,0.5786173000,0.0015631721,0.1358735088,0.0011071687,0.5458973872,0.0015112853,0.0578770456,0.0014341368,0.2853628667,0.0013367719,0.1133209549,0.0008933420,0.0669281961,0.0006989049,0.6267093735,0.0013436985,10,96
test_time_retrieval_adaptation,heldout_object,deformable_packing_corner,support_topology_shift,0.6218750000,0.0314899461,0.5994556444,0.0322449519,0.5705519000,0.0027709313,0.1483335928,0.0016797900,0.5382980843,0.0016506265,0.0682461015,0.0013967653,0.2869468500,0.0009248259,0.1215824462,0.0009113963,0.0708055575,0.0011753142,0.6170457364,0.0018278591,10,96
test_time_retrieval_adaptation,heldout_object,deformable_packing_corner,tool_geometry_shift,0.6083333333,0.0313646785,0.5696585339,0.0321145737,0.5591352000,0.0027837056,0.1616042248,0.0019914818,0.5341160121,0.0032650723,0.0759375957,0.0015296140,0.2901829333,0.0009175598,0.1289849019,0.0009264330,0.0745404876,0.0010220728,0.6081925625,0.0009326974,10,96
test_time_retrieval_adaptation,heldout_object,drawer_pull_with_stiction,actuator_lag_shift,0.6927083333,0.0379222752,0.6601832222,0.0383753987,0.5623655000,0.0016157157,0.1564459960,0.0021937242,0.5346845901,0.0016473628,0.0707264697,0.0009713378,0.2894579833,0.0011384692,0.1295197472,0.0008192556,0.0724205359,0.0014043436,0.6102928802,0.0017521762,10,96
test_time_retrieval_adaptation,heldout_object,drawer_pull_with_stiction,compliance_shift,0.6916666667,0.0351261615,0.6671656125,0.0354516847,0.5659575000,0.0015894439,0.1505411880,0.0022044270,0.5376906584,0.0016217669,0.0677028832,0.0008935154,0.2867827667,0.0011363103,0.1241783216,0.0019007522,0.0720383590,0.0006728529,0.6155705287,0.0017619400,10,96
test_time_retrieval_adaptation,heldout_object,drawer_pull_with_stiction,compound_mechanism_shift,0.6572916667,0.0452914707,0.6125670850,0.0466158812,0.5548105000,0.0016945311,0.1677592560,0.0012009966,0.5353495260,0.0030504929,0.0784371979,0.0015522146,0.2904464167,0.0009558266,0.1343448751,0.0010315424,0.0747870481,0.0007567029,0.6034192846,0.0010242999,10,96
test_time_retrieval_adaptation,heldout_object,drawer_pull_with_stiction,friction_mismatch,0.7104166667,0.0252448503,0.6941887600,0.0252288077,0.5710470000,0.0016025798,0.1444488960,0.0021990621,0.5401379886,0.0016345648,0.0626954227,0.0007578147,0.2863249667,0.0014186072,0.1201509165,0.0015973639,0.0694766823,0.0013079550,0.6209092262,0.0017570467,10,96
test_time_retrieval_adaptation,heldout_object,drawer_pull_with_stiction,occluded_contact_shift,0.6968750000,0.0442570463,0.6686410101,0.0458265193,0.5652410000,0.0032297805,0.1547495920,0.0011822310,0.5410541643,0.0016137453,0.0697680214,0.0017643004,0.2885032500,0.0010661739,0.1270847567,0.0009549253,0.0721080935,0.0013434906,0.6109463045,0.0007128660,10,96
test_time_retrieval_adaptation,heldout_object,drawer_pull_with_stiction,source_matched,0.7250000000,0.0269142299,0.7212999743,0.0275070636,0.5810488000,0.0023448370,0.1379801840,0.0011071687,0.5468573936,0.0031239240,0.0557946129,0.0009837665,0.2837100000,0.0013456732,0.1143536752,0.0009546442,0.0671828829,0.0013094146,0.6279610930,0.0008505401,10,96
test_time_retrieval_adaptation,heldout_object,drawer_pull_with_stiction,support_topology_shift,0.7104166667,0.0223238821,0.6874621498,0.0233225346,0.5678265000,0.0016682593,0.1507587680,0.0019822384,0.5396928431,0.0032003948,0.0666586138,0.0008480965,0.2876383667,0.0012328137,0.1220760734,0.0018402792,0.0700558403,0.0007166430,0.6181205939,0.0011232058,10,96
test_time_retrieval_adaptation,heldout_object,drawer_pull_with_stiction,tool_geometry_shift,0.6864583333,0.0251805556,0.6509061670,0.0253731126,0.5630710000,0.0016288516,0.1587824000,0.0016773741,0.5353521160,0.0016122287,0.0728230180,0.0008462466,0.2908735833,0.0007866090,0.1314508699,0.0008883857,0.0723595184,0.0007119215,0.6075183360,0.0017662167,10,96
test_time_retrieval_adaptation,heldout_object,granular_scoop_boundary,actuator_lag_shift,0.6218750000,0.0425061293,0.5903411817,0.0430402226,0.5648603000,0.0015894439,0.1566594848,0.0011259343,0.5428020780,0.0015369003,0.0740198139,0.0010832964,0.2896168500,0.0010279685,0.1266784394,0.0013408516,0.0728689718,0.0013667968,0.6086576549,0.0013452811,10,96
test_time_retrieval_adaptation,heldout_object,granular_scoop_boundary,compliance_shift,0.6093750000,0.0197829903,0.5847979460,0.0206096720,0.5688709000,0.0028060969,0.1530546768,0.0011071687,0.5447455463,0.0031239240,0.0679410774,0.0008446678,0.2884820500,0.0014754984,0.1257008406,0.0009546442,0.0715023948,0.0013094146,0.6148703914,0.0007697044,10,96
test_time_retrieval_adaptation,heldout_object,granular_scoop_boundary,compound_mechanism_shift,0.5718750000,0.0344941649,0.5285636355,0.0345315412,0.5574502000,0.0030344257,0.1640742448,0.0011822310,0.5381455614,0.0016137453,0.0805816471,0.0011069042,0.2914718500,0.0008827844,0.1331075209,0.0009549253,0.0752352079,0.0011783000,0.6029127613,0.0017793622,10,96
test_time_retrieval_adaptation,heldout_object,granular_scoop_boundary,friction_mismatch,0.6135416667,0.0232686314,0.5973295572,0.0230552744,0.5737511000,0.0023455988,0.1458123848,0.0011165515,0.5484245265,0.0023430045,0.0648268169,0.0012459298,0.2887390167,0.0006726315,0.1190787158,0.0009278045,0.0694329182,0.0013707280,0.6193413449,0.0008583398,10,96
test_time_retrieval_adaptation,heldout_object,granular_scoop_boundary,occluded_contact_shift,0.6270833333,0.0381111111,0.5990163845,0.0384328039,0.5668986000,0.0023505058,0.1533645808,0.0011634654,0.5427875997,0.0015881303,0.0707710207,0.0009190049,0.2900896333,0.0009126448,0.1270096293,0.0013432576,0.0715718533,0.0007335837,0.6120632132,0.0017273167,10,96
test_time_retrieval_adaptation,heldout_object,granular_scoop_boundary,source_matched,0.6427083333,0.0325032079,0.6396878734,0.0327277448,0.5773773000,0.0015369003,0.1357901728,0.0010884031,0.5516941040,0.0014856703,0.0570835621,0.0007610031,0.2843880833,0.0013260853,0.1143428639,0.0008779461,0.0655504628,0.0006873453,0.6264551736,0.0013423045,10,96
test_time_retrieval_adaptation,heldout_object,granular_scoop_boundary,support_topology_shift,0.6166666667,0.0355976747,0.5934027759,0.0361164246,0.5680834000,0.0030490244,0.1513747568,0.0011634654,0.5455583435,0.0030794363,0.0688332330,0.0010608052,0.2883595667,0.0015562714,0.1220166139,0.0018174763,0.0707522161,0.0013512051,0.6166041866,0.0007524037,10,96
test_time_retrieval_adaptation,heldout_object,granular_scoop_boundary,tool_geometry_shift,0.6239583333,0.0264367585,0.5882146934,0.0266098435,0.5625551000,0.0023473423,0.1598468888,0.0011353171,0.5418298189,0.0015497078,0.0765365322,0.0008528322,0.2896254833,0.0010473466,0.1293581733,0.0017545959,0.0727318702,0.0011871371,0.6062719947,0.0013094929,10,96
test_time_retrieval_adaptation,heldout_object,mobile_base_contact_alignment,actuator_lag_shift,0.6406250000,0.0284289814,0.6037234244,0.0283105180,0.5618693000,0.0027709313,0.1594394944,0.0011822310,0.5293162977,0.0032192350,0.0734215146,0.0007131428,0.2901286500,0.0015303984,0.1286458839,0.0017397592,0.0725110919,0.0013434906,0.6100111743,0.0008314103,10,96
test_time_retrieval_adaptation,heldout_object,mobile_base_contact_alignment,compliance_shift,0.6812500000,0.0339187141,0.6560449832,0.0341283539,0.5691195000,0.0027793920,0.1501446864,0.0011634654,0.5332978160,0.0015881303,0.0673766280,0.0010173824,0.2878376000,0.0012169947,0.1244243502,0.0017416011,0.0706409750,0.0007335837,0.6146736788,0.0015673873,10,96
test_time_retrieval_adaptation,heldout_object,mobile_base_contact_alignment,compound_mechanism_shift,0.6343750000,0.0281342029,0.5879662028,0.0284663336,0.5559460000,0.0029915864,0.1649147544,0.0016860219,0.5262144636,0.0017274253,0.0796972828,0.0004403242,0.2914080500,0.0004288163,0.1334081036,0.0017972285,0.0754834961,0.0007639054,0.6029499947,0.0019471087,10,96
test_time_retrieval_adaptation,heldout_object,mobile_base_contact_alignment,friction_mismatch,0.6854166667,0.0300987187,0.6673086297,0.0309823996,0.5723799000,0.0032392060,0.1457473944,0.0011728482,0.5366581212,0.0023472248,0.0637673176,0.0008298428,0.2868000667,0.0015767815,0.1194115866,0.0018081035,0.0697237183,0.0011800161,0.6195195483,0.0007051345,10,96
test_time_retrieval_adaptation,heldout_object,mobile_base_contact_alignment,occluded_contact_shift,0.6385416667,0.0302904567,0.6060039870,0.0308565566,0.5644319000,0.0017208029,0.1565190904,0.0016837380,0.5298130118,0.0032189123,0.0711551863,0.0010808696,0.2879267167,0.0009719974,0.1268831249,0.0010152418,0.0726452654,0.0010392807,0.6129354066,0.0011062933,10,96
test_time_retrieval_adaptation,heldout_object,mobile_base_contact_alignment,source_matched,0.6895833333,0.0208209963,0.6833647925,0.0213048939,0.5794648000,0.0030637789,0.1371951824,0.0011446999,0.5391328486,0.0028063277,0.0580592628,0.0010983056,0.2836811333,0.0008435383,0.1119301919,0.0013621887,0.0655461829,0.0007220241,0.6271974731,0.0007370168,10,96
test_time_retrieval_adaptation,heldout_object,mobile_base_contact_alignment,support_topology_shift,0.6750000000,0.0283555741,0.6503338874,0.0288354009,0.5698188000,0.0030057043,0.1495267664,0.0022539367,0.5299574432,0.0017615296,0.0668228736,0.0006353563,0.2873413000,0.0006817690,0.1225126705,0.0017594116,0.0693443883,0.0010075581,0.6173122980,0.0019199412,10,96
test_time_retrieval_adaptation,heldout_object,mobile_base_contact_alignment,tool_geometry_shift,0.6291666667,0.0404000157,0.5887196323,0.0417620506,0.5621464000,0.0016813952,0.1604693984,0.0023069861,0.5253990511,0.0023761948,0.0765373579,0.0007966019,0.2902329667,0.0016829776,0.1295555400,0.0017764235,0.0740464704,0.0007058778,0.6086367481,0.0015565599,10,96
test_time_retrieval_adaptation,heldout_object,peg_insert_contact_search,actuator_lag_shift,0.6510416667,0.0211410834,0.6108233404,0.0216685348,0.5605257000,0.0016157157,0.1573319992,0.0023408311,0.5106007200,0.0023691674,0.0718357899,0.0010626973,0.2904850167,0.0011575319,0.1295243270,0.0008255784,0.0730666920,0.0011933251,0.6109133360,0.0015639757,10,96
test_time_retrieval_adaptation,heldout_object,peg_insert_contact_search,compliance_shift,0.6625000000,0.0275939892,0.6313235680,0.0283282537,0.5649017000,0.0015894439,0.1499861912,0.0022044270,0.5130405233,0.0016217669,0.0682220334,0.0006476419,0.2873705000,0.0014717322,0.1245762492,0.0019007522,0.0711965591,0.0006728529,0.6159877645,0.0017122057,10,96
test_time_retrieval_adaptation,heldout_object,peg_insert_contact_search,compound_mechanism_shift,0.6364583333,0.0222511487,0.5870376198,0.0226670899,0.5562215000,0.0031643332,0.1649642592,0.0012009966,0.5118438909,0.0016393603,0.0797067481,0.0015971306,0.2901737833,0.0009147478,0.1328294016,0.0009703212,0.0743663081,0.0012778753,0.6031766644,0.0016916123,10,96
test_time_retrieval_adaptation,heldout_object,peg_insert_contact_search,friction_mismatch,0.6677083333,0.0176025928,0.6444905497,0.0181287202,0.5695992000,0.0016025798,0.1446143992,0.0023114018,0.5150706360,0.0016463302,0.0633407579,0.0005809679,0.2863339833,0.0015578612,0.1203647765,0.0016087508,0.0702793104,0.0006730819,0.6210278720,0.0016852365,10,96
test_time_retrieval_adaptation,heldout_object,peg_insert_contact_search,occluded_contact_shift,0.6229166667,0.0308585232,0.5880913663,0.0317135786,0.5674360000,0.0023529791,0.1535150952,0.0016797900,0.5140758117,0.0016506265,0.0712384567,0.0015503582,0.2887100667,0.0006430100,0.1261500147,0.0009113963,0.0726486215,0.0007292489,0.6127215743,0.0017840761,10,96
test_time_retrieval_adaptation,heldout_object,peg_insert_contact_search,source_matched,0.6812500000,0.0258611111,0.6706499312,0.0255254342,0.5807770000,0.0023448370,0.1379851872,0.0011071687,0.5229716584,0.0031239240,0.0569514631,0.0007506281,0.2842376000,0.0014529111,0.1144106436,0.0013371828,0.0672863430,0.0011927441,0.6280550488,0.0008505401,10,96
test_time_retrieval_adaptation,heldout_object,peg_insert_contact_search,support_topology_shift,0.6416666667,0.0263929237,0.6126156820,0.0258945732,0.5672201000,0.0027709313,0.1505247712,0.0011822310,0.5182822730,0.0027887346,0.0669047340,0.0006651585,0.2883725667,0.0005873470,0.1234873338,0.0013275632,0.0700120763,0.0012840370,0.6164101217,0.0008314103,10,96
test_time_retrieval_adaptation,heldout_object,peg_insert_contact_search,tool_geometry_shift,0.6437500000,0.0254276540,0.6001805792,0.0263910341,0.5608392000,0.0016288516,0.1593884032,0.0021884135,0.5094853459,0.0016601609,0.0743637882,0.0015625602,0.2911469000,0.0007182485,0.1312509419,0.0008269148,0.0728331945,0.0013386007,0.6079002318,0.0017473287,10,96
test_time_retrieval_adaptation,heldout_object,snap_fit_latch_release,actuator_lag_shift,0.6218750000,0.0279027778,0.5842332395,0.0278678839,0.5621317000,0.0030861977,0.1573378256,0.0023613527,0.5203758961,0.0023657731,0.0737213978,0.0007703206,0.2885089500,0.0007957502,0.1281010360,0.0020182186,0.0718293452,0.0009972731,0.6108034665,0.0015612505,10,96
test_time_retrieval_adaptation,heldout_object,snap_fit_latch_release,compliance_shift,0.6322916667,0.0256543268,0.6050443021,0.0261383683,0.5670236000,0.0015500362,0.1503605176,0.0010977859,0.5275208019,0.0014984778,0.0673717862,0.0012214224,0.2880313167,0.0014048679,0.1249804489,0.0008856440,0.0701862083,0.0006931251,0.6137906569,0.0013429779,10,96
test_time_retrieval_adaptation,heldout_object,snap_fit_latch_release,compound_mechanism_shift,0.6177083333,0.0343056708,0.5700786234,0.0350222058,0.5576805000,0.0030417054,0.1648650856,0.0011728482,0.5214757420,0.0016009378,0.0789333060,0.0010152761,0.2927912833,0.0008582331,0.1345215655,0.0013439686,0.0754654814,0.0007393635,0.6029773349,0.0015806757,10,96
test_time_retrieval_adaptation,heldout_object,snap_fit_latch_release,friction_mismatch,0.6354166667,0.0322097677,0.6144590099,0.0325763442,0.5693621000,0.0015631721,0.1443042256,0.0020076699,0.5272158721,0.0015763753,0.0650708958,0.0011752711,0.2878138667,0.0008543211,0.1178314045,0.0008147802,0.0682470076,0.0006704480,0.6205367145,0.0018029559,10,96
test_time_retrieval_adaptation,heldout_object,snap_fit_latch_release,occluded_contact_shift,0.6364583333,0.0259058458,0.6028116321,0.0272210758,0.5652088000,0.0032088856,0.1557854216,0.0011540826,0.5255413302,0.0028018519,0.0726719295,0.0011377419,0.2880950833,0.0012732026,0.1250090000,0.0015969073,0.0716056067,0.0007278039,0.6115795787,0.0007038471,10,96
test_time_retrieval_adaptation,heldout_object,snap_fit_latch_release,source_matched,0.6729166667,0.0241956404,0.6656481889,0.0243284093,0.5764113000,0.0023429919,0.1347260136,0.0010790204,0.5324922095,0.0014728628,0.0568748210,0.0007041634,0.2836126667,0.0008542062,0.1150354108,0.0008702482,0.0670392562,0.0013865820,0.6274525432,0.0018557627,10,96
test_time_retrieval_adaptation,heldout_object,snap_fit_latch_release,support_topology_shift,0.6656250000,0.0173374784,0.6393516014,0.0167800646,0.5663936000,0.0016288516,0.1497935976,0.0022984878,0.5256507441,0.0030560330,0.0673403018,0.0014426488,0.2870114500,0.0007558576,0.1214845985,0.0008738178,0.0701216376,0.0014120144,0.6179614721,0.0013894257,10,96
test_time_retrieval_adaptation,heldout_object,snap_fit_latch_release,tool_geometry_shift,0.6093750000,0.0352643374,0.5677775639,0.0363737785,0.5600862000,0.0030786869,0.1607107296,0.0023178887,0.5210575445,0.0030772531,0.0748240011,0.0006379543,0.2906339500,0.0016197521,0.1317081470,0.0013533615,0.0730071117,0.0006673068,0.6085758522,0.0012940691,10,96
test_time_retrieval_adaptation,heldout_object,twist_lid_with_force_limit,actuator_lag_shift,0.6489583333,0.0381414810,0.6080251320,0.0383116666,0.5622012000,0.0016288516,0.1569056632,0.0022984878,0.5053299418,0.0023588183,0.0719352464,0.0013477398,0.2902099833,0.0008727462,0.1289760159,0.0008378960,0.0722417706,0.0014043360,0.6106385562,0.0016779017,10,96
test_time_retrieval_adaptation,heldout_object,twist_lid_with_force_limit,compliance_shift,0.6802083333,0.0202000078,0.6473728098,0.0206271574,0.5646452000,0.0016025798,0.1511813552,0.0023476540,0.5071816926,0.0023679672,0.0666504449,0.0006756459,0.2883915833,0.0013064462,0.1254086905,0.0013293687,0.0719707817,0.0006712233,0.6159579347,0.0015655771,10,96
test_time_retrieval_adaptation,heldout_object,twist_lid_with_force_limit,compound_mechanism_shift,0.6302083333,0.0315193485,0.5778555301,0.0309849911,0.5580902000,0.0017076670,0.1666769232,0.0021571320,0.5038900477,0.0031591192,0.0789131346,0.0007293523,0.2912404833,0.0007785339,0.1349372407,0.0013781392,0.0754593108,0.0011981213,0.6053006006,0.0011806514,10,96
test_time_retrieval_adaptation,heldout_object,twist_lid_with_force_limit,friction_mismatch,0.6614583333,0.0269228328,0.6367813102,0.0271373429,0.5703087000,0.0016157157,0.1444985632,0.0023049347,0.5102236903,0.0023575649,0.0631229494,0.0013881084,0.2875041833,0.0010164564,0.1208716089,0.0008302433,0.0696456570,0.0013111430,0.6217059822,0.0015853033,10,96
test_time_retrieval_adaptation,heldout_object,twist_lid_with_force_limit,occluded_contact_shift,0.6750000000,0.0281917623,0.6378408428,0.0291178418,0.5631706000,0.0027667849,0.1558487592,0.0011916138,0.5097710334,0.0027844662,0.0698109131,0.0010449478,0.2887324000,0.0008895454,0.1279165156,0.0010096106,0.0711226601,0.0011766098,0.6116127224,0.0008391472,10,96
test_time_retrieval_adaptation,heldout_object,twist_lid_with_force_limit,source_matched,0.7104166667,0.0297893712,0.6996925481,0.0304969201,0.5799892000,0.0015763080,0.1357993512,0.0011165515,0.5181005627,0.0015240928,0.0571104546,0.0015341577,0.2848705667,0.0008942534,0.1123683607,0.0009010399,0.0677787696,0.0010074465,0.6270815749,0.0013444663,10,96
test_time_retrieval_adaptation,heldout_object,twist_lid_with_force_limit,support_topology_shift,0.6645833333,0.0475220790,0.6339414420,0.0488510708,0.5699582000,0.0016813952,0.1498569352,0.0022729045,0.5098804473,0.0030282664,0.0675929855,0.0008435431,0.2882029333,0.0008666014,0.1227913140,0.0019278528,0.0714395910,0.0007077346,0.6184428399,0.0013973408,10,96
test_time_retrieval_adaptation,heldout_object,twist_lid_with_force_limit,tool_geometry_shift,0.6552083333,0.0251805556,0.6117067753,0.0253799959,0.5634807000,0.0016419875,0.1586515672,0.0016781274,0.5051914351,0.0016250279,0.0740114597,0.0011871582,0.2904959833,0.0009110840,0.1312230747,0.0008960555,0.0730176051,0.0007176973,0.6074729620,0.0017610722,10,96
test_time_retrieval_adaptation,seen_corpus,bimanual_handoff_force_match,actuator_lag_shift,0.6562500000,0.0326382979,0.6332433931,0.0332058460,0.5706185000,0.0016157157,0.1489793120,0.0011446999,0.5386251241,0.0015625153,0.0702380518,0.0011721213,0.2856516000,0.0012637063,0.1201708168,0.0018665924,0.0688541690,0.0013589742,0.6200635213,0.0015762175,10,96
test_time_retrieval_adaptation,seen_corpus,bimanual_handoff_force_match,compliance_shift,0.6572916667,0.0328434165,0.6426519949,0.0334432780,0.5758975000,0.0015894439,0.1442795040,0.0011259343,0.5432760174,0.0015369003,0.0649828153,0.0015098535,0.2860714167,0.0008521227,0.1150176094,0.0009087378,0.0674133721,0.0013667968,0.6247670298,0.0009603469,10,96
test_time_retrieval_adaptation,seen_corpus,bimanual_handoff_force_match,compound_mechanism_shift,0.6458333333,0.0356236869,0.6100939303,0.0358675779,0.5610979000,0.0027626946,0.1598890720,0.0012009966,0.5359378825,0.0027802503,0.0760278350,0.0011210616,0.2878488333,0.0007680334,0.1263161264,0.0010173001,0.0703718252,0.0010134307,0.6135344877,0.0008468889,10,96
test_time_retrieval_adaptation,seen_corpus,bimanual_handoff_force_match,friction_mismatch,0.6864583333,0.0266113757,0.6802188902,0.0273270649,0.5798600000,0.0016025798,0.1373822120,0.0011353171,0.5446245226,0.0015497078,0.0616497048,0.0012601200,0.2825835833,0.0006871105,0.1103297581,0.0015954844,0.0655564154,0.0013832776,0.6302202673,0.0013461429,10,96
test_time_retrieval_adaptation,seen_corpus,bimanual_handoff_force_match,occluded_contact_shift,0.6427083333,0.0416253059,0.6219721645,0.0427611217,0.5707500000,0.0032297805,0.1483244080,0.0011822310,0.5408135457,0.0023481719,0.0678949586,0.0013467791,0.2867702833,0.0008349845,0.1186911545,0.0015554384,0.0685829905,0.0012840370,0.6220685355,0.0007128660,10,96
test_time_retrieval_adaptation,seen_corpus,bimanual_handoff_force_match,source_matched,0.7031250000,0.0309259900,0.7070353111,0.0310403901,0.5826819000,0.0028060969,0.1287865000,0.0022152370,0.5442384725,0.0015961717,0.0550872050,0.0009668466,0.2816647500,0.0008282874,0.1036635000,0.0013555797,0.0619523840,0.0010100590,0.6391257620,0.0018363081,10,96
test_time_retrieval_adaptation,seen_corpus,bimanual_handoff_force_match,support_topology_shift,0.6427083333,0.0314899461,0.6272678431,0.0320464779,0.5724892000,0.0023529791,0.1447295840,0.0011822310,0.5413934646,0.0032192350,0.0646943209,0.0010136879,0.2857322833,0.0011052349,0.1147825489,0.0016826550,0.0661743733,0.0011783000,0.6278673610,0.0009130319,10,96
test_time_retrieval_adaptation,seen_corpus,bimanual_handoff_force_match,tool_geometry_shift,0.6239583333,0.0480695809,0.5963260647,0.0488859457,0.5682923000,0.0023493783,0.1521517160,0.0011540826,0.5376323899,0.0015753228,0.0721628701,0.0007433560,0.2879333833,0.0018374021,0.1228382442,0.0017459095,0.0687078275,0.0007278039,0.6176650810,0.0015660202,10,96
test_time_retrieval_adaptation,seen_corpus,cable_route_around_hook,actuator_lag_shift,0.6260416667,0.0278030059,0.6040324111,0.0290246999,0.5680208000,0.0032632906,0.1504993120,0.0023751205,0.5490971241,0.0023638545,0.0710484018,0.0011702784,0.2870594167,0.0004012912,0.1186635208,0.0016091800,0.0691172890,0.0014506975,0.6217809053,0.0015893018,10,96
test_time_retrieval_adaptation,seen_corpus,cable_route_around_hook,compliance_shift,0.6604166667,0.0289055908,0.6480152311,0.0299186963,0.5743470000,0.0015237644,0.1455470040,0.0010790204,0.5562047549,0.0028390784,0.0656242903,0.0010278383,0.2850601667,0.0008681852,0.1156539296,0.0018827252,0.0663203521,0.0006815656,0.6255809398,0.0009203762,10,96
test_time_retrieval_adaptation,seen_corpus,cable_route_around_hook,compound_mechanism_shift,0.5916666667,0.0406969946,0.5586043690,0.0412537666,0.5609614000,0.0027837056,0.1601655720,0.0019914818,0.5489146050,0.0032650723,0.0776368900,0.0015416382,0.2882456667,0.0008888025,0.1237129879,0.0009264330,0.0716698492,0.0012212040,0.6153289777,0.0009326974,10,96
test_time_retrieval_adaptation,seen_corpus,cable_route_around_hook,friction_mismatch,0.6322916667,0.0215318141,0.6285664667,0.0216549060,0.5749845000,0.0015369003,0.1362747120,0.0010884031,0.5571127851,0.0014856703,0.0611308798,0.0013249921,0.2839509167,0.0013520381,0.1113683319,0.0008779461,0.0648012954,0.0011966070,0.6306114773,0.0017478543,10,96
test_time_retrieval_adaptation,seen_corpus,cable_route_around_hook,occluded_contact_shift,0.6333333333,0.0268453073,0.6162527977,0.0279027761,0.5702600000,0.0016025798,0.1463474080,0.0016760243,0.5521149407,0.0015866309,0.0689888186,0.0008856101,0.2857882333,0.0015715358,0.1174155644,0.0018929778,0.0684928585,0.0013005799,0.6229675555,0.0017765688,10,96
test_time_retrieval_adaptation,seen_corpus,cable_route_around_hook,source_matched,0.6510416667,0.0281012588,0.6573088425,0.0279156590,0.5849800000,0.0014974926,0.1318025000,0.0010602548,0.5609546125,0.0033357089,0.0560930250,0.0013239327,0.2824755167,0.0013591450,0.1033079295,0.0009246320,0.0625367400,0.0013258480,0.6391402500,0.0009043879,10,96
test_time_retrieval_adaptation,seen_corpus,cable_route_around_hook,support_topology_shift,0.6656250000,0.0297349045,0.6567180582,0.0301935997,0.5762013000,0.0023473423,0.1417520840,0.0011353171,0.5569319771,0.0015497078,0.0651368959,0.0010642039,0.2836978500,0.0011649564,0.1133856682,0.0018434827,0.0660682333,0.0011871371,0.6267613790,0.0013094929,10,96
test_time_retrieval_adaptation,seen_corpus,cable_route_around_hook,tool_geometry_shift,0.6416666667,0.0260395888,0.6162831161,0.0250844134,0.5665717000,0.0032541537,0.1552987160,0.0016743918,0.5503252449,0.0033296217,0.0713999101,0.0004765183,0.2866450667,0.0016351331,0.1234661878,0.0014298401,0.0699731795,0.0014025719,0.6190558130,0.0007336225,10,96
test_time_retrieval_adaptation,seen_corpus,cloth_slide_over_edge,actuator_lag_shift,0.6270833333,0.0296334864,0.6038188443,0.0300956861,0.5714410000,0.0015237644,0.1520813120,0.0016732313,0.5472565541,0.0033578279,0.0716566918,0.0007821301,0.2876448333,0.0006941405,0.1186558411,0.0015940570,0.0686401010,0.0006657181,0.6216244013,0.0009869354,10,96
test_time_retrieval_adaptation,seen_corpus,cloth_slide_over_edge,compliance_shift,0.6531250000,0.0358892248,0.6394386947,0.0365516790,0.5725550000,0.0014974926,0.1454070040,0.0010602548,0.5520136549,0.0028488848,0.0658291403,0.0011932858,0.2859296500,0.0011808605,0.1142334694,0.0013562709,0.0671836121,0.0014167567,0.6253339798,0.0009043879,10,96
test_time_retrieval_adaptation,seen_corpus,cloth_slide_over_edge,compound_mechanism_shift,0.6479166667,0.0414859879,0.6139578665,0.0433546043,0.5604084000,0.0027924983,0.1599100720,0.0021990621,0.5431651475,0.0030842815,0.0754200050,0.0014189026,0.2887565667,0.0015177901,0.1262249806,0.0008751647,0.0712613612,0.0006786274,0.6158960677,0.0009508149,10,96
test_time_retrieval_adaptation,seen_corpus,cloth_slide_over_edge,friction_mismatch,0.6239583333,0.0335411031,0.6188969436,0.0339023217,0.5771993000,0.0032908637,0.1369957120,0.0020213112,0.5512955501,0.0015251913,0.0607307498,0.0013769647,0.2835506833,0.0011650731,0.1123054871,0.0007841657,0.0667952314,0.0006473529,0.6313222013,0.0020887249,10,96
test_time_retrieval_adaptation,seen_corpus,cloth_slide_over_edge,occluded_contact_shift,0.6375000000,0.0233381939,0.6195692586,0.0238734886,0.5728990000,0.0015763080,0.1483719080,0.0011165515,0.5508783832,0.0023430045,0.0680364336,0.0013122198,0.2871957000,0.0010783901,0.1177709250,0.0009278045,0.0688885505,0.0011908500,0.6222756055,0.0009523527,10,96
test_time_retrieval_adaptation,seen_corpus,cloth_slide_over_edge,source_matched,0.6760416667,0.0292638889,0.6824708835,0.0304800236,0.5863800000,0.0014712208,0.1299405000,0.0023771417,0.5544129825,0.0028500141,0.0539625850,0.0008145196,0.2812594167,0.0007535062,0.1068778888,0.0007683323,0.0629395480,0.0014630310,0.6410759700,0.0010570270,10,96
test_time_retrieval_adaptation,seen_corpus,cloth_slide_over_edge,support_topology_shift,0.6625000000,0.0290653797,0.6506101152,0.0296418895,0.5746382000,0.0032450442,0.1447770840,0.0011165515,0.5514583021,0.0032814157,0.0637854959,0.0013699201,0.2852074000,0.0013043634,0.1146627193,0.0009707738,0.0658796333,0.0011908500,0.6280744310,0.0006730773,10,96
